gene_name	rep	condition	total	sup	pel
ENSG00000163584.17	1	1	10116	2558	1102
ENSG00000163590.13	1	1	15	27	17
ENSG00000163596.16	1	1	1468.53	604.08	513.25
ENSG00000163597.14	1	1	15302	15661	2262
ENSG00000163600.12	1	1	4805	4575	1555
ENSG00000163602.10	1	1	5251	3575	1761
ENSG00000163605.14	1	1	10823.84	2648.97	1523
ENSG00000163607.15	1	1	1038	1196	284
ENSG00000163608.14	1	1	4584	2289	3392
ENSG00000163611.11	1	1	1325.08	868.28	1404.7
ENSG00000163617.10	1	1	462	239	618
ENSG00000163626.16	1	1	2760	3470	914
ENSG00000163629.12	1	1	8518	8242	5692
ENSG00000163634.11	1	1	4942	1458	526
ENSG00000163635.18	1	1	2271.92	3851.02	4199.63
ENSG00000163636.10	1	1	4165	3494	3573
ENSG00000163637.12	1	1	781	918	1400
ENSG00000163638.13	1	1	8	34	11
ENSG00000163644.14	1	1	16243	10163	5592
ENSG00000163655.15	1	1	7769.31	7642.57	2085.95
ENSG00000163659.12	1	1	1980	1811	1711
ENSG00000163660.11	1	1	17921	6439	44525
ENSG00000163666.9	1	1	234	163	130
ENSG00000163681.14	1	1	5236	3106	2098
ENSG00000163682.16	1	1	49762.8	30993.58	11390.03
ENSG00000163683.11	1	1	21031	16502	2036
ENSG00000163684.11	1	1	2346.31	2080.09	542.98
ENSG00000163686.14	1	1	2155	5084	1358
ENSG00000163687.13	1	1	4347	4205	6989
ENSG00000163689.20	1	1	1845	1207	954
ENSG00000163694.14	1	1	3562	5961	2493
ENSG00000163697.16	1	1	1976	3279	1507
ENSG00000163701.18	1	1	8	10	31
ENSG00000163703.17	1	1	658	1646	2953
ENSG00000163704.11	1	1	193	1120	1103
ENSG00000163710.8	1	1	411	467	300
ENSG00000163714.17	1	1	27216	6715	13344
ENSG00000163719.19	1	1	3369	8833	4654
ENSG00000163728.10	1	1	8047	1711	4267
ENSG00000163738.18	1	1	1546	522	644
ENSG00000163743.13	1	1	3851	2079	979
ENSG00000163754.17	1	1	1219	1708	793
ENSG00000163755.8	1	1	3886	3593	2183
ENSG00000163781.13	1	1	13935	8345	10762
ENSG00000163785.12	1	1	2587	1744	1704
ENSG00000163788.13	1	1	2466	1957	1082
ENSG00000163795.13	1	1	248	1461	2234
ENSG00000163798.13	1	1	2404.64	1817	1077.95
ENSG00000163807.5	1	1	5753.19	3194.98	914
ENSG00000163808.16	1	1	7775	2482	2604
ENSG00000163811.11	1	1	9020	5482	3116
ENSG00000163812.13	1	1	3578	7184	2683
ENSG00000163814.7	1	1	265	1144	311
ENSG00000163817.15	1	1	475	643	1590
ENSG00000163818.16	1	1	6523	2233	5702
ENSG00000163820.14	1	1	1377	3169	4028
ENSG00000163823.3	1	1	1010	1335	325
ENSG00000163832.15	1	1	2102	4374	899
ENSG00000163840.9	1	1	3998	7747	935
ENSG00000163848.19	1	1	8606	4400	2773
ENSG00000163864.16	1	1	44	59	65
ENSG00000163866.8	1	1	1482	4305	838
ENSG00000163867.16	1	1	2614.52	1030.61	1611.73
ENSG00000163870.15	1	1	622.57	3761	3577.86
ENSG00000163872.15	1	1	11460	22033	12263
ENSG00000163874.10	1	1	952	4261	9238
ENSG00000163875.15	1	1	4316	5405	1750
ENSG00000163877.10	1	1	1609	1455	631
ENSG00000163882.9	1	1	8910	12961	3915
ENSG00000163898.9	1	1	1389	1500	390
ENSG00000163900.10	1	1	3269	4551	1839
ENSG00000163902.11	1	1	14514	24212	7682
ENSG00000163904.12	1	1	1767	1425	627
ENSG00000163913.11	1	1	641.48	1796	3479
ENSG00000163918.10	1	1	2291	1545	1841
ENSG00000163923.9	1	1	430	359	81
ENSG00000163930.9	1	1	2781	8820	14858
ENSG00000163931.15	1	1	2565	14972	8849
ENSG00000163932.13	1	1	7244	20802	12925
ENSG00000163933.9	1	1	1987.36	5160.5	2102.88
ENSG00000163935.13	1	1	1368	1417.41	1009.35
ENSG00000163938.16	1	1	14185	8477	7470
ENSG00000163939.18	1	1	6638	4872	4066
ENSG00000163945.16	1	1	1258	1699	6103
ENSG00000163946.13	1	1	18470	8266	4307
ENSG00000163947.11	1	1	6727	10222	3195
ENSG00000163950.12	1	1	13937	10077	2972
ENSG00000163956.11	1	1	2122	6015	4978
ENSG00000163960.11	1	1	15613	9528	3535
ENSG00000163961.4	1	1	2654	3189	1053
ENSG00000163964.14	1	1	1571	613	139
ENSG00000163975.11	1	1	328	1138	3795
ENSG00000164002.11	1	1	758	687	559
ENSG00000164008.15	1	1	508.41	558.15	229.06
ENSG00000164010.14	1	1	290	527	334
ENSG00000164011.17	1	1	391	1058	784
ENSG00000164022.16	1	1	5686	1485	1154
ENSG00000164023.14	1	1	699	294	121
ENSG00000164024.11	1	1	9210	8084	3643
ENSG00000164031.16	1	1	16732.57	2930	7603
ENSG00000164032.11	1	1	42085	40686	12992
ENSG00000164037.16	1	1	176	97	56
ENSG00000164038.14	1	1	1798	1393.09	1112
ENSG00000164039.14	1	1	2618.93	1299.6	2528.99
ENSG00000164040.16	1	1	1850	728	403
ENSG00000164045.11	1	1	1906	2496	911
ENSG00000164047.4	1	1	21	31	16
ENSG00000164048.13	1	1	6163	7040	13579
ENSG00000164050.12	1	1	799	3258	20392
ENSG00000164051.13	1	1	1146	3231	594
ENSG00000164053.20	1	1	688.43	2640.8	3343.82
ENSG00000164054.15	1	1	2198	13310	4103
ENSG00000164056.10	1	1	476	666	333
ENSG00000164061.4	1	1	7	40	62
ENSG00000164062.12	1	1	3930	21690	12574
ENSG00000164068.15	1	1	815	3854	8981
ENSG00000164070.11	1	1	6767	2812	1302
ENSG00000164073.10	1	1	3281	1009	3142
ENSG00000164074.15	1	1	2117	1280	598
ENSG00000164077.14	1	1	170	1210	695
ENSG00000164078.12	1	1	157	619	3589
ENSG00000164080.13	1	1	1865	4547	2840.99
ENSG00000164081.12	1	1	1267	7802	2899.01
ENSG00000164086.9	1	1	1259	5635	3762
ENSG00000164087.7	1	1	986	3106	2174
ENSG00000164088.17	1	1	1191	3041	4082
ENSG00000164091.11	1	1	13742	16048	1882
ENSG00000164096.12	1	1	7292	3733	1161
ENSG00000164099.3	1	1	41	34	89
ENSG00000164104.11	1	1	29698	11306	4116
ENSG00000164105.3	1	1	4154	888	565
ENSG00000164109.13	1	1	13248.23	4907	2039
ENSG00000164111.14	1	1	10205	10128	3595
ENSG00000164114.18	1	1	1754	445	834
ENSG00000164116.16	1	1	3015	3202	1498
ENSG00000164117.13	1	1	2778	1914	482
ENSG00000164118.12	1	1	3534	1356	1681
ENSG00000164125.15	1	1	24	10	7
ENSG00000164134.12	1	1	10397	4186	1657
ENSG00000164136.16	1	1	901	297	943
ENSG00000164142.15	1	1	796	1445	2172
ENSG00000164144.15	1	1	3104	951	675
ENSG00000164151.11	1	1	6366	5095	5606
ENSG00000164161.9	1	1	44	94	64
ENSG00000164162.13	1	1	2391.66	1067.78	543.07
ENSG00000164163.10	1	1	26268.03	12727	7833.77
ENSG00000164164.16	1	1	8790.92	6509.63	8113.93
ENSG00000164167.11	1	1	2576	1137	634
ENSG00000164168.7	1	1	2596	2426	776
ENSG00000164169.12	1	1	1849	1086	771
ENSG00000164172.18	1	1	2514	989	745
ENSG00000164180.13	1	1	8992	2402	8584
ENSG00000164181.13	1	1	66	18	47
ENSG00000164182.10	1	1	1048.78	274.93	183
ENSG00000164185.5	1	1	11	8	14
ENSG00000164187.6	1	1	4598	1398	1992
ENSG00000164190.17	1	1	10719	7403	5327
ENSG00000164197.11	1	1	96	70	44
ENSG00000164199.17	1	1	1778	978	2212
ENSG00000164209.16	1	1	11469	5129	3494
ENSG00000164211.12	1	1	37426	13763	12026
ENSG00000164219.9	1	1	1109	427	537
ENSG00000164236.11	1	1	4050	12003	7046
ENSG00000164237.8	1	1	252	472	31
ENSG00000164241.13	1	1	691	280	857
ENSG00000164244.20	1	1	7849	8418	3695
ENSG00000164252.12	1	1	5083.13	2272	1117
ENSG00000164253.13	1	1	11233	8304	3954
ENSG00000164258.11	1	1	3573	1768	859
ENSG00000164284.14	1	1	4355	1764	812
ENSG00000164291.16	1	1	849	591	154
ENSG00000164292.12	1	1	7029	6404	3665
ENSG00000164296.6	1	1	260	401	209
ENSG00000164300.16	1	1	835	998	548
ENSG00000164303.10	1	1	32	35	41
ENSG00000164305.18	1	1	12577	4971	1806
ENSG00000164306.10	1	1	1657	440	317
ENSG00000164307.12	1	1	11952	14519	8194
ENSG00000164308.16	1	1	5462	2395	3434
ENSG00000164309.14	1	1	124	55	301
ENSG00000164323.13	1	1	6344	3238	999
ENSG00000164327.12	1	1	12001	3806	12631
ENSG00000164329.13	1	1	11659	7261	4126
ENSG00000164330.16	1	1	1959	3312	2928
ENSG00000164331.9	1	1	3191	1331	2188
ENSG00000164332.7	1	1	2506	1115	216
ENSG00000164338.9	1	1	4008	2173	1539
ENSG00000164346.9	1	1	13785.88	4614	1423
ENSG00000164347.17	1	1	6756	3338	7066
ENSG00000164362.19	1	1	137	745	3084
ENSG00000164366.3	1	1	742	1409	566
ENSG00000164402.13	1	1	12161	17232	24169
ENSG00000164403.14	1	1	147	622	1149
ENSG00000164404.8	1	1	183	172	199
ENSG00000164405.10	1	1	3629	6986	2299
ENSG00000164406.7	1	1	499	398	1243
ENSG00000164414.17	1	1	2363.59	758.54	876.18
ENSG00000164430.15	1	1	2525	1752	828
ENSG00000164440.14	1	1	403	193	313
ENSG00000164442.9	1	1	568	656	505
ENSG00000164458.9	1	1	181	472	716
ENSG00000164463.12	1	1	4677	1609	2536
ENSG00000164465.18	1	1	579	571	765
ENSG00000164466.12	1	1	11920	16375	6175
ENSG00000164483.16	1	1	158	88.9	54.59
ENSG00000164484.11	1	1	1969	1474	509
ENSG00000164494.11	1	1	1768	1779	523
ENSG00000164506.14	1	1	2635	1610	1406
ENSG00000164535.14	1	1	505	2106	1374
ENSG00000164542.12	1	1	14	13	10
ENSG00000164543.6	1	1	11682	4554	2777
ENSG00000164548.10	1	1	7122	4513	2587
ENSG00000164556.7	1	1	6	6	52
ENSG00000164574.15	1	1	2732	4284	2964
ENSG00000164576.11	1	1	1454	1297	1142
ENSG00000164587.12	1	1	70680.42	183350.99	17092
ENSG00000164597.13	1	1	6646	4047	3315
ENSG00000164603.11	1	1	3824	1208	519
ENSG00000164604.12	1	1	39	24	17
ENSG00000164609.9	1	1	6226	2308	1097
ENSG00000164610.8	1	1	755.92	648	408.78
ENSG00000164611.12	1	1	10560	17095	3253
ENSG00000164615.4	1	1	1498	1148	372
ENSG00000164620.8	1	1	53	225	2009
ENSG00000164626.8	1	1	271	887	679
ENSG00000164627.17	1	1	90	117	67
ENSG00000164631.18	1	1	10543	3619	14107
ENSG00000164638.10	1	1	14	87	162
ENSG00000164647.8	1	1	3052	1625	608
ENSG00000164649.19	1	1	6525	6290	10444
ENSG00000164654.15	1	1	12847	7009	5406
ENSG00000164663.14	1	1	2216	2297	2053
ENSG00000164669.13	1	1	222.16	114.03	284.1
ENSG00000164674.15	1	1	1102	2634	1679
ENSG00000164683.16	1	1	168	271	203
ENSG00000164687.10	1	1	6878.49	3243.47	1406.42
ENSG00000164691.17	1	1	1498	2758	2067
ENSG00000164695.4	1	1	177	120	13
ENSG00000164713.9	1	1	662	1852	571
ENSG00000164715.5	1	1	1380	3212	1968
ENSG00000164733.20	1	1	1835	5282	1239
ENSG00000164741.14	1	1	72	186	58
ENSG00000164749.11	1	1	4840	1699	1263
ENSG00000164751.14	1	1	7023	4642	2015
ENSG00000164754.14	1	1	27065	12860	6268
ENSG00000164758.7	1	1	2364	2129	588
ENSG00000164761.8	1	1	426	331	251
ENSG00000164776.9	1	1	39	54	136
ENSG00000164808.16	1	1	4009	4631	5981
ENSG00000164815.10	1	1	1246	1349	367
ENSG00000164818.15	1	1	586	3005	2617
ENSG00000164823.10	1	1	6771	2265	818
ENSG00000164828.17	1	1	7517.86	12057.04	30263.95
ENSG00000164830.18	1	1	1537	506	328
ENSG00000164841.4	1	1	47	56	35
ENSG00000164849.9	1	1	385	1190	705
ENSG00000164850.14	1	1	126	727	785
ENSG00000164867.10	1	1	11	90	59
ENSG00000164877.18	1	1	29	78	946
ENSG00000164880.15	1	1	535	3472	18464
ENSG00000164885.12	1	1	856	3572	1094
ENSG00000164889.13	1	1	479	2872	7747
ENSG00000164896.19	1	1	998	4401	19504
ENSG00000164897.12	1	1	273	2450	2306
ENSG00000164898.12	1	1	266.06	852.89	355.38
ENSG00000164902.13	1	1	3184	2230	228
ENSG00000164916.10	1	1	907	2659	2225
ENSG00000164919.10	1	1	15834	9638	4244
ENSG00000164924.17	1	1	51385.85	38630.91	8954.5
ENSG00000164930.11	1	1	252	131	71
ENSG00000164933.11	1	1	5160	3397	844
ENSG00000164934.13	1	1	10036	4060	2116
ENSG00000164938.13	1	1	5997	2914	3673
ENSG00000164941.13	1	1	6662	3486	3835
ENSG00000164944.11	1	1	9283	6738	3046
ENSG00000164946.19	1	1	14	36	35
ENSG00000164949.7	1	1	912	875	547
ENSG00000164951.15	1	1	859	714	508
ENSG00000164953.15	1	1	1049	426	779
ENSG00000164961.15	1	1	3831	5130	1945
ENSG00000164967.9	1	1	249	1040	352
ENSG00000164970.14	1	1	41	112	123
ENSG00000164975.15	1	1	8646	6192	3594
ENSG00000164978.17	1	1	1568	2161	516
ENSG00000164983.7	1	1	960	431	287
ENSG00000164985.14	1	1	39472.85	6668.99	6904
ENSG00000164989.16	1	1	654	246	394
ENSG00000165006.13	1	1	4130	7945	1465
ENSG00000165025.14	1	1	1120	2504	610
ENSG00000165028.11	1	1	316	80	216
ENSG00000165030.3	1	1	89	120	49
ENSG00000165046.12	1	1	468	484	241
ENSG00000165055.15	1	1	3146.35	3327.89	505.95
ENSG00000165060.12	1	1	1147.97	2008	362.05
ENSG00000165097.14	1	1	3316	3543	883
ENSG00000165102.14	1	1	1174	1721.28	1764.98
ENSG00000165113.12	1	1	360	68.28	125
ENSG00000165115.14	1	1	321.41	105.57	162.56
ENSG00000165118.14	1	1	2094	2145	152
ENSG00000165119.20	1	1	58664.97	53842.99	23519.06
ENSG00000165121.11	1	1	339.59	53.15	259.44
ENSG00000165138.17	1	1	326	843	982
ENSG00000165156.14	1	1	4588.7	1750	1030
ENSG00000165164.13	1	1	305	94	253
ENSG00000165168.7	1	1	16361	10689	10639
ENSG00000165169.10	1	1	2085	763	280
ENSG00000165175.15	1	1	2724	6910	2641
ENSG00000165178.9	1	1	1994.41	11773.45	8752.59
ENSG00000165185.14	1	1	1115	1816	1023
ENSG00000165188.13	1	1	32	33	81
ENSG00000165195.15	1	1	3453	2129	2094
ENSG00000165209.18	1	1	9057.7	4472	2902.12
ENSG00000165219.21	1	1	3609	5062	2758
ENSG00000165233.17	1	1	283	1730	1823
ENSG00000165240.19	1	1	5334.41	3563.06	1659.95
ENSG00000165244.6	1	1	2093	1119	656
ENSG00000165264.10	1	1	2948	2075	529
ENSG00000165271.16	1	1	997	6594	6278
ENSG00000165272.15	1	1	280	1128	412
ENSG00000165275.9	1	1	737	720	341
ENSG00000165280.15	1	1	24593	45761	16874
ENSG00000165282.13	1	1	1117	4390	6512
ENSG00000165283.15	1	1	5457	17351	6066
ENSG00000165288.10	1	1	13969	4807	7492
ENSG00000165300.7	1	1	137	95	111
ENSG00000165304.7	1	1	6668	2960	1817
ENSG00000165322.17	1	1	3820	1437	2279
ENSG00000165338.16	1	1	406	126	340
ENSG00000165355.7	1	1	11267	5972	4695
ENSG00000165359.15	1	1	21906	8625	40287
ENSG00000165379.13	1	1	175	176	142
ENSG00000165389.6	1	1	5324	5335	932
ENSG00000165392.9	1	1	4499	1805	2626
ENSG00000165406.15	1	1	1519	3257	960
ENSG00000165410.14	1	1	1028	372	620
ENSG00000165416.14	1	1	7080	2538	1624
ENSG00000165417.11	1	1	4683	2514	939
ENSG00000165424.6	1	1	28	124	59
ENSG00000165434.7	1	1	50	19	6
ENSG00000165443.11	1	1	46	41	10
ENSG00000165449.11	1	1	118	119	29
ENSG00000165458.13	1	1	3334	10632	32247.96
ENSG00000165474.6	1	1	98	119	27
ENSG00000165475.14	1	1	1825	4617	1029
ENSG00000165476.13	1	1	3523	1523	368
ENSG00000165480.15	1	1	3183	2212	744
ENSG00000165487.13	1	1	4313	1759	640
ENSG00000165490.12	1	1	2395.18	1458	578
ENSG00000165494.11	1	1	13493.81	9718	13123
ENSG00000165501.16	1	1	2466.85	1568	525.56
ENSG00000165502.6	1	1	7998	5176	1729
ENSG00000165506.14	1	1	1514	851	261
ENSG00000165507.8	1	1	193	736	161
ENSG00000165511.6	1	1	83	119	41
ENSG00000165512.4	1	1	4865	2238	864
ENSG00000165516.10	1	1	2215	1202	1987
ENSG00000165521.15	1	1	198	67	151
ENSG00000165525.17	1	1	7442	1644	4515
ENSG00000165526.8	1	1	3317	6094	2635
ENSG00000165527.6	1	1	7303	8901	3386
ENSG00000165533.18	1	1	125	127	71
ENSG00000165548.10	1	1	125	539	852
ENSG00000165553.4	1	1	7	32	8
ENSG00000165555.9	1	1	72	26	78
ENSG00000165572.7	1	1	762.93	1295.64	325.54
ENSG00000165591.6	1	1	337	340	131
ENSG00000165609.12	1	1	7239	8466	2290
ENSG00000165617.14	1	1	277	557	225.36
ENSG00000165629.19	1	1	27069	18181	6908
ENSG00000165630.13	1	1	2416.09	689	387.38
ENSG00000165632.7	1	1	478	805	392
ENSG00000165637.13	1	1	4038.34	7903.22	3158.94
ENSG00000165644.10	1	1	73	715	789
ENSG00000165650.11	1	1	6112	3625	1831
ENSG00000165660.7	1	1	2410	1443	774
ENSG00000165661.16	1	1	1986	2935	7318
ENSG00000165669.13	1	1	2845	1478	1923
ENSG00000165671.20	1	1	5709	9248	6724
ENSG00000165672.6	1	1	32870	19900	8521
ENSG00000165675.16	1	1	1124	1011	367
ENSG00000165678.20	1	1	23905	20769	4403
ENSG00000165684.4	1	1	239	962	3133
ENSG00000165688.11	1	1	3570	9778	16679
ENSG00000165689.16	1	1	2352	4114	8741
ENSG00000165694.9	1	1	92	67	70
ENSG00000165698.15	1	1	14	149	71
ENSG00000165699.14	1	1	4096	6129	17655
ENSG00000165704.14	1	1	4941	2368	800
ENSG00000165714.10	1	1	828	1992	993
ENSG00000165724.5	1	1	767	1794	3252
ENSG00000165732.12	1	1	30389	17089	5294
ENSG00000165733.7	1	1	2777.29	3202.2	1239.36
ENSG00000165752.16	1	1	35	35	36
ENSG00000165775.17	1	1	12820.12	17532	4329.91
ENSG00000165782.10	1	1	1405	4306	5944
ENSG00000165792.17	1	1	4634	10244	15966
ENSG00000165801.9	1	1	11	57	78
ENSG00000165802.22	1	1	1465	5955	16057
ENSG00000165804.15	1	1	70	256	474
ENSG00000165806.19	1	1	3300	2868	1404
ENSG00000165810.16	1	1	831	1190	3384
ENSG00000165813.19	1	1	2829	1053	614
ENSG00000165819.11	1	1	10595	14397	33621
ENSG00000165821.11	1	1	189	645	487
ENSG00000165832.5	1	1	3533	1375	669
ENSG00000165861.13	1	1	1073	2966	1768
ENSG00000165868.14	1	1	2796	2636	2714
ENSG00000165874.13	1	1	46.66	5.36	12.53
ENSG00000165879.8	1	1	16	25	24
ENSG00000165886.4	1	1	16	251	91
ENSG00000165891.15	1	1	3821	3915	5462
ENSG00000165895.18	1	1	649	581	361
ENSG00000165898.13	1	1	1935	1611	446
ENSG00000165899.11	1	1	1159	457	793
ENSG00000165912.15	1	1	11	18	9
ENSG00000165914.14	1	1	6	23	25
ENSG00000165915.13	1	1	189	886	3330
ENSG00000165916.8	1	1	4643	9129	2459
ENSG00000165923.15	1	1	622	626	1721
ENSG00000165929.12	1	1	162	91	53
ENSG00000165934.12	1	1	9029	4650	946
ENSG00000165935.9	1	1	77	14	90
ENSG00000165943.4	1	1	5565	6143	1743
ENSG00000165948.10	1	1	374	977	362
ENSG00000165949.12	1	1	535	2050	524
ENSG00000165959.11	1	1	3118.82	3674	8620.49
ENSG00000165983.14	1	1	5084	2566	838
ENSG00000165995.19	1	1	1516	1531	1118
ENSG00000165996.13	1	1	35	21	21
ENSG00000165997.4	1	1	9646	3186	5077
ENSG00000166002.6	1	1	1326	2296	614
ENSG00000166004.14	1	1	5909	2376	4540
ENSG00000166006.13	1	1	809	337	374
ENSG00000166012.16	1	1	20325.86	6053.27	18223.24
ENSG00000166016.5	1	1	36	200	328
ENSG00000166024.13	1	1	2341	1603	1187
ENSG00000166035.10	1	1	9	25	10
ENSG00000166037.10	1	1	13356	4782	6360
ENSG00000166046.10	1	1	506	357	298
ENSG00000166068.12	1	1	1528	631	810
ENSG00000166086.12	1	1	18	51	40
ENSG00000166104.15	1	1	307	161	3047
ENSG00000166123.13	1	1	891	3108	1048
ENSG00000166128.12	1	1	21241	8743	3018
ENSG00000166130.14	1	1	2595	944	354
ENSG00000166133.17	1	1	667	2244	623
ENSG00000166135.13	1	1	4288	9802	6163
ENSG00000166136.15	1	1	3850.24	14420.11	3404.07
ENSG00000166140.17	1	1	1281	3913	7542
ENSG00000166145.14	1	1	250	2463	1703
ENSG00000166147.13	1	1	1787	3047	3156
ENSG00000166148.3	1	1	30	17	10
ENSG00000166153.16	1	1	112	17	24
ENSG00000166164.15	1	1	5466.45	3665.88	2624.52
ENSG00000166165.12	1	1	66	336	342
ENSG00000166166.12	1	1	301	2032	4999
ENSG00000166167.17	1	1	3634	3859	2065
ENSG00000166169.16	1	1	788	3185	4037
ENSG00000166170.9	1	1	2157	2809	1147
ENSG00000166171.12	1	1	1015	1527	407
ENSG00000166173.10	1	1	194	292	60
ENSG00000166181.12	1	1	19644.44	7010	3879
ENSG00000166188.2	1	1	84	451	528
ENSG00000166189.7	1	1	253	1613	552
ENSG00000166192.14	1	1	426	409	123
ENSG00000166197.16	1	1	15260	17130	5812
ENSG00000166199.12	1	1	1435	2423	887
ENSG00000166200.14	1	1	11345	3512	1594
ENSG00000166211.7	1	1	88	39	16
ENSG00000166224.16	1	1	3289	5867	1234
ENSG00000166225.8	1	1	3992	1809	2397
ENSG00000166226.12	1	1	28120	25758	8605
ENSG00000166228.8	1	1	1803	5787	1542
ENSG00000166233.14	1	1	7353	7115	3759
ENSG00000166260.11	1	1	3849	2535	2755
ENSG00000166261.10	1	1	1590	1389	3541
ENSG00000166262.15	1	1	397	104	122
ENSG00000166263.13	1	1	1281	697	1420.03
ENSG00000166266.13	1	1	6995	2170	1403
ENSG00000166268.10	1	1	198	66	416
ENSG00000166272.17	1	1	1739	4627	956
ENSG00000166275.15	1	1	1750	1081.88	171.72
ENSG00000166278.14	1	1	17	48	44
ENSG00000166289.5	1	1	443	3364	2085
ENSG00000166295.8	1	1	9515	7013	1662
ENSG00000166311.9	1	1	149	1206	530
ENSG00000166313.18	1	1	18	69	45
ENSG00000166321.13	1	1	552	415	294
ENSG00000166323.12	1	1	74	27	44
ENSG00000166326.6	1	1	14252	12403	14764
ENSG00000166333.13	1	1	6992	22282	10504
ENSG00000166337.9	1	1	1469.11	4383.56	4276.86
ENSG00000166340.16	1	1	5288.15	11581.57	32645.66
ENSG00000166343.9	1	1	282	177	518
ENSG00000166347.18	1	1	3814	6080	2043
ENSG00000166348.18	1	1	972	1817	608
ENSG00000166352.15	1	1	69	32	7
ENSG00000166377.20	1	1	1711	3176	2885
ENSG00000166387.12	1	1	2079	5806	5484
ENSG00000166391.14	1	1	16	62	33
ENSG00000166394.14	1	1	722	1409	1558
ENSG00000166398.12	1	1	1216	2541	1578
ENSG00000166401.14	1	1	3893.65	3029.07	3655.84
ENSG00000166405.14	1	1	723	249	1692
ENSG00000166411.13	1	1	17948	18516	5686
ENSG00000166435.15	1	1	345	659	606
ENSG00000166436.16	1	1	3743	3809	13409
ENSG00000166439.5	1	1	4674	4260	3034
ENSG00000166441.12	1	1	26698.89	48744.46	7122.47
ENSG00000166444.18	1	1	23	84	197
ENSG00000166446.14	1	1	79	166	90
ENSG00000166448.14	1	1	6	40	13
ENSG00000166451.13	1	1	4224	2982	841
ENSG00000166452.11	1	1	1306	2133	327
ENSG00000166454.9	1	1	4072	5079	831
ENSG00000166471.10	1	1	4977	2640	1305
ENSG00000166477.12	1	1	1273	623	276
ENSG00000166478.9	1	1	2077	2315	1045
ENSG00000166479.9	1	1	12452	2658	7640
ENSG00000166483.10	1	1	8671	4920	4629
ENSG00000166484.19	1	1	109	678	1061
ENSG00000166501.13	1	1	27923	39276	14586
ENSG00000166503.8	1	1	5331	1967	721.67
ENSG00000166507.17	1	1	1788.63	5313.21	5392.82
ENSG00000166508.17	1	1	11324	35438	30953
ENSG00000166526.16	1	1	2707	3127	2503
ENSG00000166529.14	1	1	638	823	357
ENSG00000166532.15	1	1	60	25	122
ENSG00000166548.15	1	1	936	1669	2367
ENSG00000166557.12	1	1	4269	13722	4259
ENSG00000166562.8	1	1	5340	3083	1077
ENSG00000166575.16	1	1	4798	2211	1084
ENSG00000166578.9	1	1	83	73	77
ENSG00000166579.15	1	1	3709	5492	3445
ENSG00000166582.9	1	1	2560	4503	2257
ENSG00000166592.11	1	1	42	222	119
ENSG00000166595.11	1	1	2342	8768	2783
ENSG00000166598.14	1	1	55084	21878	19736.67
ENSG00000166619.13	1	1	4224	8328	2876
ENSG00000166669.13	1	1	3918	1810	2427
ENSG00000166676.15	1	1	155	321	172
ENSG00000166682.11	1	1	7	38	119
ENSG00000166685.11	1	1	948	2870	3620
ENSG00000166689.15	1	1	103	201	260
ENSG00000166704.11	1	1	1070	898	813
ENSG00000166707.10	1	1	205	212	285
ENSG00000166710.18	1	1	525568	631430	62990
ENSG00000166716.9	1	1	1103	4766	3665
ENSG00000166734.19	1	1	5328	3271	571
ENSG00000166743.9	1	1	18	19	27
ENSG00000166747.12	1	1	13278	14984	7945
ENSG00000166750.9	1	1	420	312	95
ENSG00000166762.17	1	1	369.51	134.13	579.81
ENSG00000166763.7	1	1	17.94	51.62	331.72
ENSG00000166780.10	1	1	29	61	24
ENSG00000166783.21	1	1	4235	8640	8962
ENSG00000166788.9	1	1	2580	1802	701
ENSG00000166793.10	1	1	20	40	74
ENSG00000166794.4	1	1	10731	21864	5723
ENSG00000166797.10	1	1	9111	3671	1182
ENSG00000166801.15	1	1	16963	7333	10588
ENSG00000166803.12	1	1	12486.02	3915.75	1378.98
ENSG00000166813.14	1	1	20	82	138
ENSG00000166821.8	1	1	136	159	33
ENSG00000166822.12	1	1	4057	3663.89	451.95
ENSG00000166828.2	1	1	43	261	87
ENSG00000166833.20	1	1	476	1464	1726
ENSG00000166839.16	1	1	231	282	410
ENSG00000166845.14	1	1	1380	437	600
ENSG00000166847.9	1	1	13011.28	16208.17	6698.8
ENSG00000166848.5	1	1	5895	4276	1805
ENSG00000166851.14	1	1	1656	17618	6455
ENSG00000166855.9	1	1	8538	3971	2030
ENSG00000166860.2	1	1	1278	2791	1846
ENSG00000166866.12	1	1	22	12	54
ENSG00000166881.9	1	1	13071	8607	13090
ENSG00000166886.12	1	1	2239	6247	4707
ENSG00000166887.15	1	1	4942	8940	17128
ENSG00000166888.11	1	1	11875	38457	47126
ENSG00000166889.13	1	1	8079	22840	6361
ENSG00000166896.8	1	1	1243	1084	268
ENSG00000166900.16	1	1	344	337	162
ENSG00000166902.4	1	1	3829	6988	1738
ENSG00000166908.17	1	1	2160	3150	2321
ENSG00000166912.16	1	1	2037	1653	2332
ENSG00000166913.12	1	1	13065	13809	3447
ENSG00000166922.8	1	1	8	21	14
ENSG00000166925.8	1	1	439	2329.75	3085.73
ENSG00000166927.12	1	1	603	365	245
ENSG00000166928.10	1	1	135	59	394
ENSG00000166938.12	1	1	2916	2545	631
ENSG00000166946.13	1	1	5775	5546	2870
ENSG00000166949.15	1	1	3462	6640	11328
ENSG00000166961.14	1	1	15	68	60
ENSG00000166965.12	1	1	1884	2230	9775
