gene_name	condition_A	condition_B	p.value_frac	p.value_total	gene_count_condition_A	pel_count_condition_A	gene_count_condition_B	pel_count_condition_B
2566	2	1	0.635	0.00125	3.3194027423539962	0.07809383784433921	3.810563034219604	0.011344481296571125
2566	3	1	0.99975	0	3.127891828120365	0.6106546799695711	3.810563034219604	0.011344481296571125
2566	3	2	0.9975	0.13325	3.127891828120365	0.6106546799695711	3.3194027423539962	0.07809383784433921
2567	2	1	0.24975	2.5e-4	1.92008382672226	0.5792168831305768	2.6036413447070794	0.7303012781568363
2567	3	1	0.82325	5e-4	1.921901182748779	0.9404476152238829	2.6036413447070794	0.7303012781568363
2567	3	2	0.94175	0.4975	1.921901182748779	0.9404476152238829	1.92008382672226	0.5792168831305768
2568	2	1	0.31175	0.86875	2.815653548166626	-1.049607603145489	2.6282266136672066	-0.9465578034736319
2568	3	1	0.98725	0.3635	2.56592845377566	-0.4944117556482329	2.6282266136672066	-0.9465578034736319
2568	3	2	0.99575	0.07725	2.56592845377566	-0.4944117556482329	2.815653548166626	-1.049607603145489
2569	2	1	0.126	0.8265	3.6328482589182896	-0.6938015154066679	3.4851896448164155	-0.4805095761989503
2569	3	1	0.92575	0.0205	3.1318980750480594	-0.19471927590715	3.4851896448164155	-0.4805095761989503
2569	3	2	0.99525	0.00325	3.1318980750480594	-0.19471927590715	3.6328482589182896	-0.6938015154066679
2570	2	1	0.922	0	4.384955768292269	-0.9981145626052197	5.321908097916156	-1.2469907429102758
2570	3	1	0.98375	0.0205	5.010110836669069	-0.8643570002267995	5.321908097916156	-1.2469907429102758
2570	3	2	0.77225	0.99975	5.010110836669069	-0.8643570002267995	4.384955768292269	-0.9981145626052197
2571	2	1	0.145	0.41125	1.4896909139452879	-0.13570615518039664	1.531661987349011	0.13094581070600972
2571	3	1	0.67225	0.29175	1.4114510005679572	0.24919589656910895	1.531661987349011	0.13094581070600972
2571	3	2	0.93025	0.3655	1.4114510005679572	0.24919589656910895	1.4896909139452879	-0.13570615518039664
2572	2	1	0.08875	0.08575	2.879179696127456	-1.724960324056147	3.097119155663434	-1.4521017757457475
2572	3	1	0.60475	0.972	3.3989814377906624	-1.4016724117320378	3.097119155663434	-1.4521017757457475
2572	3	2	0.94675	0.99975	3.3989814377906624	-1.4016724117320378	2.879179696127456	-1.724960324056147
2573	2	1	0.809	0	2.0633930360165147	-0.2459777479467008	2.6758332671553964	-0.42846616891031775
2573	3	1	0.98975	0.00625	2.217345659876136	0.08966537236606514	2.6758332671553964	-0.42846616891031775
2573	3	2	0.934	0.7815	2.217345659876136	0.08966537236606514	2.0633930360165147	-0.2459777479467008
2574	2	1	1	0	6.767817439293883	-0.8789285688987089	7.540644535221956	-2.1088593259234147
2574	3	1	0.95675	0.607	7.577173560959039	-1.8186946276664024	7.540644535221956	-2.1088593259234147
2574	3	2	0	1	7.577173560959039	-1.8186946276664024	6.767817439293883	-0.8789285688987089
2575	2	1	0.6995	1	1.311136310127452	0.1200610432395148	0.4593289365030525	-0.028902976253311913
2575	3	1	0.97625	1	1.4854652099984538	0.5434960826900546	0.4593289365030525	-0.028902976253311913
2575	3	2	0.9535	0.78275	1.4854652099984538	0.5434960826900546	1.311136310127452	0.1200610432395148
2576	2	1	0.9035	0.99925	3.1297559975464164	0.7055041647390008	2.510191823507768	0.4390883424684063
2576	3	1	0.9995	1	3.2996892075229685	1.2238799691928552	2.510191823507768	0.4390883424684063
2576	3	2	0.994	0.817	3.2996892075229685	1.2238799691928552	3.1297559975464164	0.7055041647390008
2577	2	1	0.04725	0.4765	4.252900520821305	-0.24046051501264057	4.265062194631502	0.07565349344971495
2577	3	1	0.85225	0.277	4.161728249866286	0.26861599544067727	4.265062194631502	0.07565349344971495
2577	3	2	0.99675	0.28975	4.161728249866286	0.26861599544067727	4.252900520821305	-0.24046051501264057
2578	2	1	0.80575	0.12275	1.3251828108122228	-0.303574931787281	1.5486845626100776	-0.5094975502632647
2578	3	1	1	0.293	1.435929904638063	0.44495480615779914	1.5486845626100776	-0.5094975502632647
2578	3	2	0.99875	0.70225	1.435929904638063	0.44495480615779914	1.3251828108122228	-0.303574931787281
2579	2	1	0.93325	0.971	2.8919253984635747	-0.1462123009449339	2.556664263012239	-0.45360255108454467
2579	3	1	1	0.00275	2.0443241862060573	0.8497795323950076	2.556664263012239	-0.45360255108454467
2579	3	2	1	0	2.0443241862060573	0.8497795323950076	2.8919253984635747	-0.1462123009449339
2580	2	1	0.854	0.76225	-0.17783202024275105	-0.11527948908382521	-0.4048958546754966	-0.5673794741826482
2580	3	1	0.98275	0.269	-0.6425549202957669	0.49040869234397316	-0.4048958546754966	-0.5673794741826482
2580	3	2	0.8975	0.115	-0.6425549202957669	0.49040869234397316	-0.17783202024275105	-0.11527948908382521
2581	2	1	1	0	2.9948347238273847	0.2952226375560436	4.742469518174197	-1.0656472241950368
2581	3	1	0.9995	0	3.6360033685427204	-0.47744641860862425	4.742469518174197	-1.0656472241950368
2581	3	2	5e-4	1	3.6360033685427204	-0.47744641860862425	2.9948347238273847	0.2952226375560436
2582	2	1	0.014	1	6.949516968074574	-1.2872581121048894	3.8388097045984293	-0.8872790223789797
2582	3	1	2.5e-4	1	6.032682109649693	-1.507573751376401	3.8388097045984293	-0.8872790223789797
2582	3	2	0.10325	0	6.032682109649693	-1.507573751376401	6.949516968074574	-1.2872581121048894
2583	2	1	0.08725	0.81125	1.0521403132093177	-0.35404090200048083	0.85752741105711106	0.020303563795301453
2583	3	1	0.6675	0.84875	1.0939876568650924	0.14239333755950023	0.85752741105711106	0.020303563795301453
2583	3	2	0.96375	0.57775	1.0939876568650924	0.14239333755950023	1.0521403132093177	-0.35404090200048083
2584	2	1	1	0.001	3.4051906310719002	0.6674740208793744	3.9430342157646323	-0.08402246782744427
2584	3	1	1	0	3.1744269082174252	1.1692561572609141	3.9430342157646323	-0.08402246782744427
2584	3	2	0.9905	0.11525	3.1744269082174252	1.1692561572609141	3.4051906310719002	0.6674740208793744
2585	2	1	0.833	1	3.961645259076323	0.4101675506535454	3.0753114535541597	0.21125718219953066
2585	3	1	0.98025	0.961	3.3984278467907423	0.6389465802876608	3.0753114535541597	0.21125718219953066
2585	3	2	0.87175	0.0025	3.3984278467907423	0.6389465802876608	3.961645259076323	0.4101675506535454
2586	2	1	0.992	0.002	3.992948193819479	-0.20253751334490366	4.484995951404912	-0.6529755495728422
2586	3	1	0.789	0.55975	4.510189320349983	-0.5060091766461208	4.484995951404912	-0.6529755495728422
2586	3	2	0.04625	0.99925	4.510189320349983	-0.5060091766461208	3.992948193819479	-0.20253751334490366
2587	2	1	0.99875	0.4005	1.254337727898442	1.2274346186461036	1.3084800975161164	0.47636574145618016
2587	3	1	1	0.41375	1.2475563927223616	1.5769867406407778	1.3084800975161164	0.47636574145618016
2587	3	2	0.9115	0.4955	1.2475563927223616	1.5769867406407778	1.254337727898442	1.2274346186461036
2588	2	1	0.99	0.8525	4.645656276410592	-0.3232508325639174	4.476434386790883	-0.74639688535937
2588	3	1	0.9895	0.99925	4.968026391217018	-0.32187485486819767	4.476434386790883	-0.74639688535937
2588	3	2	0.50825	0.97625	4.968026391217018	-0.32187485486819767	4.645656276410592	-0.3232508325639174
2589	2	1	0.985	0.40125	0.7243464030825224	0.733032627521101	0.7828554657150121	0.15850091289005708
2589	3	1	0.5775	0.999	1.4851365069894937	0.20611987942321955	0.7828554657150121	0.15850091289005708
2589	3	2	0.019	1	1.4851365069894937	0.20611987942321955	0.7243464030825224	0.733032627521101
2590	2	1	0.976	0	1.9034309261812432	0.27100271972689743	2.722611333597441	-0.15008515038767023
2590	3	1	0.992	0	2.025606985567885	0.3437881683461078	2.722611333597441	-0.15008515038767023
2590	3	2	0.63	0.72425	2.025606985567885	0.3437881683461078	1.9034309261812432	0.27100271972689743
2591	2	1	0.9055	0	4.889983086557432	0.1659598836346926	5.502718078565573	-0.07946247749113283
2591	3	1	0.99975	0	4.363424621339739	0.7234565934638628	5.502718078565573	-0.07946247749113283
2591	3	2	0.99875	0.00125	4.363424621339739	0.7234565934638628	4.889983086557432	0.1659598836346926
2592	2	1	0.53425	0.82775	1.9026426970221886	-0.9836331160395957	1.7262165534193643	-1.0017042590684437
2592	3	1	0.0115	0.996	2.1887067778694145	-1.5557237897954526	1.7262165534193643	-1.0017042590684437
2592	3	2	0.004	0.9565	2.1887067778694145	-1.5557237897954526	1.9026426970221886	-0.9836331160395957
2593	2	1	0.84125	0.004	2.491530984527853	1.2888147034954616	3.029451537289295	1.0726105574252798
2593	3	1	0.83225	0	2.355348424545749	1.2863621785808368	3.029451537289295	1.0726105574252798
2593	3	2	0.49275	0.25025	2.355348424545749	1.2863621785808368	2.491530984527853	1.2888147034954616
2594	2	1	1	0	4.4498829121491	-0.5254220597801151	5.441187632278691	-1.356155185609517
2594	3	1	0.2965	0.33175	5.3784337446813915	-1.448685241350823	5.441187632278691	-1.356155185609517
2594	3	2	0	1	5.3784337446813915	-1.448685241350823	4.4498829121491	-0.5254220597801151
2595	2	1	0.683	0.85775	4.966312734677122	-1.8267619798408523	4.804636103978911	-1.907348663399987
2595	3	1	0.999	0.454	4.78071624477759	-1.3783709730770919	4.804636103978911	-1.907348663399987
2595	3	2	0.9935	0.10725	4.78071624477759	-1.3783709730770919	4.966312734677122	-1.8267619798408523
2596	2	1	0.6835	0.8405	0.05007394221059809	-1.666370040763859	-0.2134465228648712	-1.944378051889474
2596	3	1	0.881	0.81	0.03613462313054229	-1.2824945557020668	-0.2134465228648712	-1.944378051889474
2596	3	2	0.79775	0.481	0.03613462313054229	-1.2824945557020668	0.05007394221059809	-1.666370040763859
2597	2	1	0.864	0.23475	3.60297800830008	1.091156275464998	3.733233065986065	0.8726224154060924
2597	3	1	0.9945	0.00275	3.2420466119069236	1.372447715819139	3.733233065986065	0.8726224154060924
2597	3	2	0.917	0.029	3.2420466119069236	1.372447715819139	3.60297800830008	1.091156275464998
2598	2	1	0.54525	1	3.0712239754073423	0.4275919576002394	2.193864002914481	0.4034426227965895
2598	3	1	0.30675	1	3.0496380025532575	0.2963594672214669	2.193864002914481	0.4034426227965895
2598	3	2	0.2785	0.44775	3.0496380025532575	0.2963594672214669	3.0712239754073423	0.4275919576002394
2599	2	1	0.67975	0.97125	-0.44218106304540916	0.8369247117885025	-1.2017562525671204	0.6114053200548341
2599	3	1	0.43775	0.97125	-0.37579937385595374	0.5217204014050587	-1.2017562525671204	0.6114053200548341
2599	3	2	0.227	0.57	-0.37579937385595374	0.5217204014050587	-0.44218106304540916	0.8369247117885025
2600	2	1	0.99175	0	2.7418374256122835	0.48030662884492725	3.4432325920236035	-0.01740612483196252
2600	3	1	0.999	0	2.788981473471847	0.5784004643956815	3.4432325920236035	-0.01740612483196252
2600	3	2	0.68175	0.59775	2.788981473471847	0.5784004643956815	2.7418374256122835	0.48030662884492725
2601	2	1	0.241	0	3.57062540237746	-1.0828492670965395	4.355839778130595	-0.9560039141464476
2601	3	1	0.97575	0.01075	3.987151439928568	-0.5893485694240368	4.355839778130595	-0.9560039141464476
2601	3	2	0.9965	0.993	3.987151439928568	-0.5893485694240368	3.57062540237746	-1.0828492670965395
2602	2	1	0.875	0.00225	2.3907684988402558	0.7783261743945024	2.9410849074547736	0.5303768872896472
2602	3	1	0.9925	0.70275	3.0451722221405637	1.031689784884641	2.9410849074547736	0.5303768872896472
2602	3	2	0.8775	0.999	3.0451722221405637	1.031689784884641	2.3907684988402558	0.7783261743945024
2603	2	1	0.89875	1	0.04212532664958027	0.5162318610748553	-1.3752852786450578	-0.08038048989778193
2603	3	1	0.6805	1	1.9530551059912797	0.12249782471335474	-1.3752852786450578	-0.08038048989778193
2603	3	2	0.08925	1	1.9530551059912797	0.12249782471335474	0.04212532664958027	0.5162318610748553
2604	2	1	0.0615	0.99975	0.7841533505770251	-0.24890199293500015	-0.07130883533244008	0.29006626057334245
2604	3	1	0.4495	1	1.422141496970501	0.24838322644245903	-0.07130883533244008	0.29006626057334245
2604	3	2	0.957	0.9955	1.422141496970501	0.24838322644245903	0.7841533505770251	-0.24890199293500015
2605	2	1	0.21675	0.9645	0.8331255372682922	0.04233317835935721	0.3925919694036302	0.28373410113793596
2605	3	1	0.7565	0.99925	1.2133596835493625	0.5030854921369947	0.3925919694036302	0.28373410113793596
2605	3	2	0.9435	0.9355	1.2133596835493625	0.5030854921369947	0.8331255372682922	0.04233317835935721
2606	2	1	0.10175	1	2.5268837027266127	-1.2450272155998932	1.4774107367450569	-0.9307287922118507
2606	3	1	0.558	1	2.208529122086717	-0.8945671597471023	1.4774107367450569	-0.9307287922118507
2606	3	2	0.93725	0.0375	2.208529122086717	-0.8945671597471023	2.5268837027266127	-1.2450272155998932
2607	2	1	0.5635	0.258	-1.4997605192032692	-0.18624551795839595	-1.217749273841652	-0.28337743039710855
2607	3	1	0.6065	0.5905	-1.112281881906689	-0.12706941966230006	-1.217749273841652	-0.28337743039710855
2607	3	2	0.549	0.7895	-1.112281881906689	-0.12706941966230006	-1.4997605192032692	-0.18624551795839595
2608	2	1	0.9025	0.1335	-2.615334374941371	0.3863279963551241	-1.9498696669009332	-0.6513608081326132
2608	3	1	0.50775	0.34025	-2.2092960968073134	-0.637388256643376	-1.9498696669009332	-0.6513608081326132
2608	3	2	0.1105	0.73	-2.2092960968073134	-0.637388256643376	-2.615334374941371	0.3863279963551241
2609	2	1	0.7955	0.39725	-0.3480022877679535	0.7187804883690904	-0.26014132529973644	0.39735032108821944
2609	3	1	0.99025	0.634	-0.14248044381967273	1.3342134167486455	-0.26014132529973644	0.39735032108821944
2609	3	2	0.94375	0.716	-0.14248044381967273	1.3342134167486455	-0.3480022877679535	0.7187804883690904
2610	2	1	0.62	0.52725	3.177768760404298	0.3350334329786549	3.169223435070392	0.2769716221968625
2610	3	1	0.99925	0.68125	3.2550807656121203	0.9213449546105841	3.169223435070392	0.2769716221968625
2610	3	2	0.998	0.668	3.2550807656121203	0.9213449546105841	3.177768760404298	0.3350334329786549
2611	2	1	0.4525	0.9895	-0.6897806598005858	0.7127818605486678	-1.651027836855537	0.7629895177743213
2611	3	1	0.74075	1	1.5200485397272525	1.076253797058567	-1.651027836855537	0.7629895177743213
2611	3	2	0.83075	1	1.5200485397272525	1.076253797058567	-0.6897806598005858	0.7127818605486678
2612	2	1	0.10425	0.9935	3.6056190703011457	-0.7475502613679299	3.196975830905295	-0.5087750924224748
2612	3	1	0.56075	0.979	3.5337692056671504	-0.47804834263289053	3.196975830905295	-0.5087750924224748
2612	3	2	0.92375	0.3285	3.5337692056671504	-0.47804834263289053	3.6056190703011457	-0.7475502613679299
2613	2	1	0.968	0.00775	0.6369290080857992	1.2226527326756575	1.2241699971610107	0.7251074142409577
2613	3	1	0.989	0.0065	0.5828952426209901	1.3739537131370017	1.2241699971610107	0.7251074142409577
2613	3	2	0.6965	0.42075	0.5828952426209901	1.3739537131370017	0.6369290080857992	1.2226527326756575
2614	2	1	0.24075	0.5885	4.5929922949496245	-1.2211137847091806	4.554989897360322	-1.0969899297167687
2614	3	1	0.67	0.8235	4.693506827624491	-1.0169648000426348	4.554989897360322	-1.0969899297167687
2614	3	2	0.878	0.75375	4.693506827624491	-1.0169648000426348	4.5929922949496245	-1.2211137847091806
2615	2	1	0.981	0.99875	3.0751191014716213	-1.8085799579428086	2.611823172263027	-2.3009498396841566
2615	3	1	0.99575	0.6545	2.6737678647533754	-1.7095395198760186	2.611823172263027	-2.3009498396841566
2615	3	2	0.675	0.007	2.6737678647533754	-1.7095395198760186	3.0751191014716213	-1.8085799579428086
2616	2	1	0.62775	1	3.132389281366639	-0.9019266343764198	2.2968722376387305	-0.9727184555585222
2616	3	1	0.99725	0.801	2.4492058098417777	-0.3056246518063073	2.2968722376387305	-0.9727184555585222
2616	3	2	0.99925	2.5e-4	2.4492058098417777	-0.3056246518063073	3.132389281366639	-0.9019266343764198
2617	2	1	0.01425	0.04075	4.053186536876508	-1.3081521252389758	4.325944959733713	-0.9239026800368066
2617	3	1	0.37925	0.7275	4.420199149286198	-0.9754198693405481	4.325944959733713	-0.9239026800368066
2617	3	2	0.96975	0.99125	4.420199149286198	-0.9754198693405481	4.053186536876508	-1.3081521252389758
2618	2	1	0.16375	0.9985	3.9613181687108874	-0.5182230822560607	3.4525823597253305	-0.33428159395625634
2618	3	1	0.99725	0.2255	3.31910623043393	0.18902798071480648	3.4525823597253305	-0.33428159395625634
2618	3	2	1	5e-4	3.31910623043393	0.18902798071480648	3.9613181687108874	-0.5182230822560607
2619	2	1	0.98825	0	2.808040769225455	-0.5805506170210535	4.723560327428276	-1.0115542394172246
2619	3	1	1	0	3.7167967638804242	-0.17999116244865593	4.723560327428276	-1.0115542394172246
2619	3	2	0.97225	1	3.7167967638804242	-0.17999116244865593	2.808040769225455	-0.5805506170210535
2620	2	1	1	0	2.5787944546766592	-0.9961071641793614	3.7111656646563826	-1.8289031285014934
2620	3	1	0.90925	0.13425	3.548546641833986	-1.5764941771091212	3.7111656646563826	-1.8289031285014934
2620	3	2	0.001	1	3.548546641833986	-1.5764941771091212	2.5787944546766592	-0.9961071641793614
2621	2	1	0.1445	0.966	4.0368828771122525	-0.5090345014419063	3.721831777678615	-0.2958459323996541
2621	3	1	0.4705	0.897	3.9400159735380136	-0.3123587937985875	3.721831777678615	-0.2958459323996541
2621	3	2	0.83975	0.2965	3.9400159735380136	-0.3123587937985875	4.0368828771122525	-0.5090345014419063
2622	2	1	0.01875	0.51	5.826089109110296	-0.3971566904766951	5.821440938318006	-0.0029690276595020874
2622	3	1	0.26975	0.90025	6.029230133402233	-0.11798418367620107	5.821440938318006	-0.0029690276595020874
2622	3	2	0.932	0.89475	6.029230133402233	-0.11798418367620107	5.826089109110296	-0.3971566904766951
2623	2	1	0.2105	1	1.7597303185584239	-1.0607284873665561	0.5457961359445089	-0.8230736215509595
2623	3	1	0.74175	1	1.5335787541554589	-0.6226660136958073	0.5457961359445089	-0.8230736215509595
2623	3	2	0.9605	0.124	1.5335787541554589	-0.6226660136958073	1.7597303185584239	-1.0607284873665561
2624	2	1	0.27875	1	4.142512875047917	-1.2774721855776285	3.054869363189055	-1.1642389522597865
2624	3	1	0.68575	1	3.7864948020765774	-1.0698614101835966	3.054869363189055	-1.1642389522597865
2624	3	2	0.86925	0.01075	3.7864948020765774	-1.0698614101835966	4.142512875047917	-1.2774721855776285
2625	2	1	0.76375	0.81175	5.139473367009012	-0.5403807182073357	4.99575094563872	-0.6682882023851409
2625	3	1	1	0.04375	4.721392689509109	0.23208818144916948	4.99575094563872	-0.6682882023851409
2625	3	2	0.99975	0.00525	4.721392689509109	0.23208818144916948	5.139473367009012	-0.5403807182073357
2626	2	1	1	0	6.832687540565884	-1.8874169981454703	7.58910449207478	-2.5773998587776155
2626	3	1	0.134	0.694	7.657979669002367	-2.754824458641287	7.58910449207478	-2.5773998587776155
2626	3	2	0	1	7.657979669002367	-2.754824458641287	6.832687540565884	-1.8874169981454703
2627	2	1	0.21775	0	2.1070866034706164	-0.11870770703826261	2.756060775109612	0.05423381142884563
2627	3	1	0.86475	0	1.8293016243030091	0.30018531453475616	2.756060775109612	0.05423381142884563
2627	3	2	0.96225	0.08475	1.8293016243030091	0.30018531453475616	2.1070866034706164	-0.11870770703826261
2628	2	1	0.533	0.1955	4.3396519777740785	-1.3398166843359316	4.473084085997849	-1.3519071222052572
2628	3	1	0.99775	0.3535	4.415503811202454	-0.7995921712759476	4.473084085997849	-1.3519071222052572
2628	3	2	0.998	0.683	4.415503811202454	-0.7995921712759476	4.3396519777740785	-1.3398166843359316
2629	2	1	0.20825	0.0315	3.061293087763622	-1.518916295954524	3.3586488381889525	-1.3499354770430334
2629	3	1	0.01825	0.98125	3.679775304686105	-1.7408214593625175	3.3586488381889525	-1.3499354770430334
2629	3	2	0.13675	1	3.679775304686105	-1.7408214593625175	3.061293087763622	-1.518916295954524
2630	2	1	0.79	0.10725	0.08638655819689453	-0.13060570128003512	0.4060703783140177	-0.4172956563687082
2630	3	1	0.96975	0.122	0.05673784950452912	0.2901274062053285	0.4060703783140177	-0.4172956563687082
2630	3	2	0.877	0.45925	0.05673784950452912	0.2901274062053285	0.08638655819689453	-0.13060570128003512
2631	2	1	0.1355	1	2.731745428116381	-0.7488793136783132	2.050745988587101	-0.5093473646922226
2631	3	1	0.803	0.9765	2.416578063619376	-0.31813765028303975	2.050745988587101	-0.5093473646922226
2631	3	2	0.976	0.035	2.416578063619376	-0.31813765028303975	2.731745428116381	-0.7488793136783132
2632	2	1	0.91775	1	4.81043796303573	-0.8972625418048259	4.212726120853329	-1.1431184763222784
2632	3	1	1	0.7225	4.310475274503913	-0.43074119939765054	4.212726120853329	-1.1431184763222784
2632	3	2	0.994	2.5e-4	4.310475274503913	-0.43074119939765054	4.81043796303573	-0.8972625418048259
2633	2	1	0.203	0.99975	4.452071294157301	-0.7098952004733567	3.773912258656222	-0.5456586040233103
2633	3	1	0.902	0.5515	3.7977612666378278	-0.294589219661503	3.773912258656222	-0.5456586040233103
2633	3	2	0.982	0	3.7977612666378278	-0.294589219661503	4.452071294157301	-0.7098952004733567
2634	2	1	0.9795	0	5.720000480082415	-1.2997221635783154	6.350961615779019	-1.6490144442919035
2634	3	1	0.997	0	5.710911362652276	-1.1604456744914278	6.350961615779019	-1.6490144442919035
2634	3	2	0.798	0.47675	5.710911362652276	-1.1604456744914278	5.720000480082415	-1.2997221635783154
2635	2	1	1	0	5.553611939981037	-0.5646482911571042	6.336932450887215	-1.1922042492948641
2635	3	1	1	0.0055	5.920145292352867	-0.4177820051447133	6.336932450887215	-1.1922042492948641
2635	3	2	0.792	0.99125	5.920145292352867	-0.4177820051447133	5.553611939981037	-0.5646482911571042
2636	2	1	0.72125	0	5.6867126688266225	-0.6865919667615727	6.532984125503694	-0.7923787028855557
2636	3	1	0.81875	0.01275	6.193851824571153	-0.63300655163073	6.532984125503694	-0.7923787028855557
2636	3	2	0.62875	0.999	6.193851824571153	-0.63300655163073	5.6867126688266225	-0.6865919667615727
2637	2	1	0.99675	0	4.258953487824714	-1.412691340246451	4.9520801900515234	-1.8800383750747685
2637	3	1	0.0015	0.93325	5.168075360776248	-2.367999306054041	4.9520801900515234	-1.8800383750747685
2637	3	2	0	1	5.168075360776248	-2.367999306054041	4.258953487824714	-1.412691340246451
2638	2	1	0.9735	0.964	0.9535437037533068	-0.10964853794551441	0.5461108401305783	-0.7007551158039628
2638	3	1	1	0.78675	0.7471984364565014	0.5997972660431654	0.5461108401305783	-0.7007551158039628
2638	3	2	0.99	0.20575	0.7471984364565014	0.5997972660431654	0.9535437037533068	-0.10964853794551441
2639	2	1	0.44975	0.99225	1.6757075535786228	-0.22958666009941853	1.1813069832228584	-0.19466541101665322
2639	3	1	0.89325	0.9825	1.6141116124167068	0.13727832796640244	1.1813069832228584	-0.19466541101665322
2639	3	2	0.9235	0.37925	1.6141116124167068	0.13727832796640244	1.6757075535786228	-0.22958666009941853
2640	2	1	0.3085	1	0.010002749722736197	-0.5847128372399559	-1.2487197006925093	-0.3392595096383202
2640	3	1	0.09975	1	0.5945178970391148	-0.9865569570009501	-1.2487197006925093	-0.3392595096383202
2640	3	2	0.148	0.98725	0.5945178970391148	-0.9865569570009501	0.010002749722736197	-0.5847128372399559
2641	2	1	1	0	3.460740454357852	0.9634821599722496	5.5648449227919	0.07837726282895321
2641	3	1	1	0	3.4159461537799807	1.5656434095291614	5.5648449227919	0.07837726282895321
2641	3	2	0.999	0.40075	3.4159461537799807	1.5656434095291614	3.460740454357852	0.9634821599722496
2642	2	1	0.94775	5e-4	3.881519561384263	-0.37930371642366395	4.487730714900106	-0.6889218460545286
2642	3	1	0.989	0.007	4.074858832753231	-0.2519910720592039	4.487730714900106	-0.6889218460545286
2642	3	2	0.746	0.87775	4.074858832753231	-0.2519910720592039	3.881519561384263	-0.37930371642366395
2643	2	1	0.72625	0.05625	3.247780609552354	-0.15035784247613465	3.5248240940676205	-0.27020001719247577
2643	3	1	0.3205	0.555	3.552453180724446	-0.3648356808758313	3.5248240940676205	-0.27020001719247577
2643	3	2	0.12625	0.958	3.552453180724446	-0.3648356808758313	3.247780609552354	-0.15035784247613465
2644	2	1	0.91225	2.5e-4	4.4340274582761685	-1.0462796776742747	4.955050216440812	-1.2942732226959057
2644	3	1	0.27725	0.35925	4.9013534059524115	-1.3989199735328426	4.955050216440812	-1.2942732226959057
2644	3	2	0.02225	0.999	4.9013534059524115	-1.3989199735328426	4.4340274582761685	-1.0462796776742747
2645	2	1	0.143	0.03575	6.571410058909515	-0.9631572209089114	6.8428555833201115	-0.7764053450656758
2645	3	1	0.56575	0.2435	6.73995968362558	-0.7426707642602528	6.8428555833201115	-0.7764053450656758
2645	3	2	0.89075	0.86775	6.73995968362558	-0.7426707642602528	6.571410058909515	-0.9631572209089114
2646	2	1	0.08825	0.75325	5.298723236062012	-0.12796885639424543	5.176411189562538	0.1299756407065914
2646	3	1	0.93575	0.01075	4.79742813403689	0.4101433633118899	5.176411189562538	0.1299756407065914
2646	3	2	0.99675	0.00125	4.79742813403689	0.4101433633118899	5.298723236062012	-0.12796885639424543
2647	2	1	0.71275	0.57025	1.50724965920993	-2.0917557464040373	1.4760070367702074	-2.280354732943412
2647	3	1	0.361	0.65625	1.5432140458803503	-2.4148712437546296	1.4760070367702074	-2.280354732943412
2647	3	2	0.16225	0.589	1.5432140458803503	-2.4148712437546296	1.50724965920993	-2.0917557464040373
2648	2	1	0.47325	0.6515	4.6560624663942365	-1.9978431708633824	4.601710405618626	-1.9859989890295195
2648	3	1	0.18425	0.93075	4.818263449172775	-2.14422891053559	4.601710405618626	-1.9859989890295195
2648	3	2	0.197	0.868	4.818263449172775	-2.14422891053559	4.6560624663942365	-1.9978431708633824
2649	2	1	0.706	0.97725	5.210889945739171	-0.7349471971364849	4.8939346809421576	-0.8340045919850905
2649	3	1	1	0.94575	5.159644388025598	-0.041729154882828356	4.8939346809421576	-0.8340045919850905
2649	3	2	0.9995	0.37975	5.159644388025598	-0.041729154882828356	5.210889945739171	-0.7349471971364849
2650	2	1	0.9435	0.00525	3.581280644808916	0.016689166848126123	4.008360446434651	-0.2794567452129426
2650	3	1	0.99775	0.11575	3.808442364208122	0.3008506880442912	4.008360446434651	-0.2794567452129426
2650	3	2	0.92675	0.91175	3.808442364208122	0.3008506880442912	3.581280644808916	0.016689166848126123
2651	2	1	0.50625	0.10025	-0.890090524552742	-0.05966988193484521	-0.43980910810186424	-0.055362807233795136
2651	3	1	0.771	0.0665	-1.0364037242049364	0.32908689419516163	-0.43980910810186424	-0.055362807233795136
2651	3	2	0.7705	0.3745	-1.0364037242049364	0.32908689419516163	-0.890090524552742	-0.05966988193484521
2652	2	1	0.90025	0	4.020525650781481	0.15717743544835527	4.837481936931653	-0.08850249023535108
2652	3	1	0.57775	0.07625	4.609899308191277	-0.048998507320532785	4.837481936931653	-0.08850249023535108
2652	3	2	0.1345	0.99975	4.609899308191277	-0.048998507320532785	4.020525650781481	0.15717743544835527
2653	2	1	0.9825	0	0.2891452076188902	0.35681190784861894	1.3057448470930524	-0.26250160385476606
2653	3	1	0.94425	0.002	0.6084801237152502	0.1974696667044873	1.3057448470930524	-0.26250160385476606
2653	3	2	0.30175	0.8795	0.6084801237152502	0.1974696667044873	0.2891452076188902	0.35681190784861894
2654	2	1	0.9965	0	1.5005791107915174	1.0389246136437769	2.6564910700770112	0.4235305974205423
2654	3	1	0.999	0	1.7496799522689819	1.0900923756220098	2.6564910700770112	0.4235305974205423
2654	3	2	0.59525	0.8725	1.7496799522689819	1.0900923756220098	1.5005791107915174	1.0389246136437769
2655	2	1	0.9625	0.07675	3.187802958006602	-0.6318189860731196	3.428532832766615	-0.9811741336914839
