tot_norm_factor	sup_norm_factor	pel_norm_factor	sup_gamma_alpha	sup_gamma_beta	pel_gamma_alpha	pel_gamma_beta	lp.n_eff	lp.Rhat
1.3182425661713522	333.84685625037963	142.29649310989728	0.47880663718964794	0.2458129083744158	0.5993433648949222	0.5321491805193198	2.008202609849769	53.69868733037635
