gene_name	condition	variable	median
1	59	pel_latent	14.184005493652492
1	60	sup_latent	4443.810891693604
1	60	pel_latent	1052.4578820353997
1	61	sup_latent	155.42902363150034
1	61	pel_latent	13.673877103201503
1	62	sup_latent	196.37541226579617
1	62	pel_latent	56.972201092723
1	63	sup_latent	6.89199574997447
1	63	pel_latent	1.5606909624662166
1	64	sup_latent	191.12217151695023
1	64	pel_latent	28.153009516258425
1	65	sup_latent	366.90747837562935
1	65	pel_latent	16.428271671003973
1	66	sup_latent	49.89715812048219
1	66	pel_latent	40.279243676734
1	67	sup_latent	141.20532635927978
1	67	pel_latent	12.810617308040595
1	68	sup_latent	92.09466515883432
1	68	pel_latent	6.40775401966455
1	69	sup_latent	8603.594476997852
1	69	pel_latent	957.3328688862756
1	70	sup_latent	2801.1499418990506
1	70	pel_latent	172.33595964563
1	71	sup_latent	738.7490695093729
1	71	pel_latent	45.95262556797262
1	72	sup_latent	751.9473089569715
1	72	pel_latent	43.42187357741302
1	73	sup_latent	79.30881559453474
1	73	pel_latent	10.155068991013094
1	74	sup_latent	30944.72054351479
1	74	pel_latent	2187.773089725266
1	75	sup_latent	820.8017026682435
1	75	pel_latent	63.65217177815915
1	76	sup_latent	56.2920861060829
1	76	pel_latent	33.10329911315982
1	77	sup_latent	414.0174450499562
1	77	pel_latent	74.76678733990653
1	78	sup_latent	0.20270861356126824
1	78	pel_latent	0.045436477300622724
1	79	sup_latent	3669.485505320883
1	79	pel_latent	406.6424718692725
1	80	sup_latent	455.39642643092793
1	80	pel_latent	79.23360437743605
1	81	sup_latent	2233.9012405202066
1	81	pel_latent	55.08618759255819
1	82	sup_latent	7.383816719101703
1	82	pel_latent	0.8496930862431957
1	83	sup_latent	0.857117795043549
1	83	pel_latent	0.2851785023848663
1	84	sup_latent	248.03319351481645
1	84	pel_latent	8.162303911538666
1	85	sup_latent	270.93108864999203
1	85	pel_latent	43.10383045208778
1	86	sup_latent	0.8760035338943127
1	86	pel_latent	0.13966582446941478
1	87	sup_latent	298.49494342764126
1	87	pel_latent	74.36835452308259
1	88	sup_latent	402.4069001002763
1	88	pel_latent	38.33515510122035
1	89	sup_latent	552.2018985447107
1	89	pel_latent	114.3000844059851
1	90	sup_latent	1933.9692559539264
1	90	pel_latent	349.2683018098613
1	91	sup_latent	215.80488141378396
1	91	pel_latent	64.82070398902738
1	92	sup_latent	139.31530191125185
1	92	pel_latent	8.579580498471504
1	93	sup_latent	11.025582595543394
1	93	pel_latent	1.4132001024260656
1	94	sup_latent	2048.735514165286
1	94	pel_latent	374.6389962323682
1	95	sup_latent	669.8909198867116
1	95	pel_latent	96.47624507184256
1	96	sup_latent	0.20379456807043167
1	96	pel_latent	0.08720558718638316
1	97	sup_latent	573.4019774536025
1	97	pel_latent	16.215042088317936
1	98	sup_latent	2975.6081500977425
1	98	pel_latent	397.56447900122436
1	99	sup_latent	168.56119119039306
1	99	pel_latent	42.620215855830594
1	100	sup_latent	180.2111910285896
1	100	pel_latent	51.486404511053394
1	101	sup_latent	303.020783689616
1	101	pel_latent	66.20233296541996
1	102	sup_latent	27.12262271213784
1	102	pel_latent	4.914482177454158
1	103	sup_latent	86.03318284305533
1	103	pel_latent	31.43989752821782
1	104	sup_latent	9.783831911698162
1	104	pel_latent	2.797502165049938
1	105	sup_latent	27.960040521852385
1	105	pel_latent	10.839731962209667
1	106	sup_latent	22.281106671276106
1	106	pel_latent	9.637000069932421
1	107	sup_latent	1.1217974475971273
1	107	pel_latent	0.09129911505838714
1	108	sup_latent	70.56384265624861
1	108	pel_latent	15.636529854109426
1	109	sup_latent	0.21157822951951877
1	109	pel_latent	0.08640991468919834
1	110	sup_latent	0.1970243550265387
1	110	pel_latent	0.27660785418156186
1	111	sup_latent	0.19934332705869112
1	111	pel_latent	0.08744317123674841
1	112	sup_latent	0.85171044430731
1	112	pel_latent	0.18716560415282435
1	113	sup_latent	1983.3109359606715
1	113	pel_latent	110.28386666539464
1	114	sup_latent	305.4939813972271
1	114	pel_latent	34.321965541096965
1	115	sup_latent	950.2267896659537
1	115	pel_latent	139.81277523025472
1	116	sup_latent	1454.7394100358179
1	116	pel_latent	130.6491327447498
1	117	sup_latent	365.1211637413023
1	117	pel_latent	23.71467911561163
1	118	sup_latent	63.80945210164517
1	118	pel_latent	64.93650400358712
1	119	sup_latent	0.4305947621363674
1	119	pel_latent	0.7177737539050181
1	120	sup_latent	2751.3487491177643
1	120	pel_latent	295.75202346500976
1	121	sup_latent	5818.4162595856415
1	121	pel_latent	218.02034610127282
1	122	sup_latent	994.5057835010159
1	122	pel_latent	72.67757770111065
1	123	sup_latent	79.14358394372846
1	123	pel_latent	26.647437234450354
1	124	sup_latent	0.20824867926644092
1	124	pel_latent	0.04417680103482755
1	125	sup_latent	9.331870837953218
1	125	pel_latent	2.7413474493096652
1	126	sup_latent	63.65453158803946
1	126	pel_latent	17.937317571200595
1	127	sup_latent	535.328139285473
1	127	pel_latent	39.054111598374575
1	128	sup_latent	157.10939288513748
1	128	pel_latent	13.45215922561577
1	129	sup_latent	17.09014811670903
1	129	pel_latent	2.962135505026737
1	130	sup_latent	14.97454100634313
1	130	pel_latent	3.7218418541523777
1	131	sup_latent	135.9608315615372
1	131	pel_latent	19.058988773647435
1	132	sup_latent	98.09554916374115
1	132	pel_latent	14.357254913794396
1	133	sup_latent	2.153509349547032
1	133	pel_latent	1.3958114454211543
1	134	sup_latent	153.32981678432532
1	134	pel_latent	56.41674218332022
1	135	sup_latent	570.3624947887695
1	135	pel_latent	187.10396052576118
1	136	sup_latent	0.19897597671182432
1	136	pel_latent	0.04397129501676687
1	137	sup_latent	251.54664421345933
1	137	pel_latent	93.78400053702927
1	138	sup_latent	1.3214736053858998
1	138	pel_latent	0.24309485917854246
1	139	sup_latent	0.21297572419616911
1	139	pel_latent	0.04417161393101201
1	140	sup_latent	20.68170616223996
1	140	pel_latent	7.796317129153401
1	141	sup_latent	0.20047377551936751
1	141	pel_latent	0.13206703613082194
1	142	sup_latent	7.016141640664349
1	142	pel_latent	3.188995190849063
1	143	sup_latent	0.21545927525330733
1	143	pel_latent	0.04292175945479851
1	144	sup_latent	0.5115760726964032
1	144	pel_latent	0.16002504123726294
1	145	sup_latent	633.5939608244655
1	145	pel_latent	80.06452574579237
1	146	sup_latent	4.658592855896877
1	146	pel_latent	0.38863469475333867
1	147	sup_latent	2.3285949984539833
1	147	pel_latent	0.5891441011169067
1	148	sup_latent	714.6624898567095
1	148	pel_latent	13.282970080106065
1	149	sup_latent	142.01881011485924
1	149	pel_latent	17.91978648165442
1	150	sup_latent	2575.1171881404903
1	150	pel_latent	56.713349379043045
1	151	sup_latent	7214.757214168562
1	151	pel_latent	2019.0889784028523
1	152	sup_latent	465.0493549437548
1	152	pel_latent	139.17813904371383
1	153	sup_latent	0.20321580170977221
1	153	pel_latent	0.042017622305475594
1	154	sup_latent	581.9985149743742
1	154	pel_latent	543.7143394785064
1	155	sup_latent	482.02114237363185
1	155	pel_latent	30.24401980980066
1	156	sup_latent	0.20354633863235316
1	156	pel_latent	0.043660654553837164
1	157	sup_latent	4902.278760034138
1	157	pel_latent	631.7163664413704
1	158	sup_latent	1594.7030110177564
1	158	pel_latent	223.3812785437906
1	159	sup_latent	0.8628833081946274
1	159	pel_latent	0.42770594980344595
1	160	sup_latent	475.4678801818754
1	160	pel_latent	67.75353350727887
1	161	sup_latent	115.21892489307916
1	161	pel_latent	11.260281105477329
1	162	sup_latent	2071.609287873035
1	162	pel_latent	397.73562287282954
1	163	sup_latent	7.729429026583427
1	163	pel_latent	3.0240852264273057
1	164	sup_latent	73.40936754429097
1	164	pel_latent	23.645687007562227
1	165	sup_latent	1654.448109094087
1	165	pel_latent	363.4742791423709
1	166	sup_latent	712.7634562113554
1	166	pel_latent	114.64199072307997
1	167	sup_latent	756.2049655726157
1	167	pel_latent	60.00556087793487
1	168	sup_latent	6095.46810448782
1	168	pel_latent	1551.8759456014957
1	169	sup_latent	560.4211942626323
1	169	pel_latent	19.410791382300676
1	170	sup_latent	447.79838035946597
1	170	pel_latent	52.26914123921682
1	171	sup_latent	1113.9067972222615
1	171	pel_latent	200.4502266864494
1	172	sup_latent	150.01045639637647
1	172	pel_latent	14.266697775836152
1	173	sup_latent	3931.2506341156723
1	173	pel_latent	567.5577639546902
1	174	sup_latent	2175.9904202042385
1	174	pel_latent	221.05589794489822
1	175	sup_latent	2961.1482115215554
1	175	pel_latent	300.69123272299777
1	176	sup_latent	209.92798614576833
1	176	pel_latent	13.054106337474746
1	177	sup_latent	353.14521150025746
1	177	pel_latent	11.976521082635827
1	178	sup_latent	9068.998683771972
1	178	pel_latent	251.07748275597166
1	179	sup_latent	749.2074335283627
1	179	pel_latent	15.060687949352229
1	180	sup_latent	100.33900872131511
1	180	pel_latent	6.8468250106610515
1	181	sup_latent	78.55876113858164
1	181	pel_latent	11.186945753116031
1	182	sup_latent	2102.314844465432
1	182	pel_latent	173.87267427089952
1	183	sup_latent	80.21875682129985
1	183	pel_latent	11.487614845890567
1	184	sup_latent	927.1026810034401
1	184	pel_latent	138.8286206597084
1	185	sup_latent	743.39982862896
1	185	pel_latent	56.522646008978484
1	186	sup_latent	234.90809439818807
1	186	pel_latent	61.54760238538731
1	187	sup_latent	334.61941464567076
1	187	pel_latent	65.87682393216619
1	188	sup_latent	1435.8278164281528
1	188	pel_latent	63.01966501497009
1	189	sup_latent	987.872551687288
1	189	pel_latent	169.2599613066766
1	190	sup_latent	546.9300127231818
1	190	pel_latent	23.959575659789262
1	191	sup_latent	6906.613909725582
1	191	pel_latent	507.93314804039096
1	192	sup_latent	0.19883863015537018
1	192	pel_latent	0.04315546995119842
1	193	sup_latent	38.1547217061879
1	193	pel_latent	3.1162151999275833
1	194	sup_latent	1304.4351550914664
1	194	pel_latent	83.87470469750954
1	195	sup_latent	1728.382552459781
1	195	pel_latent	74.06581050367643
1	196	sup_latent	2774.9063888524843
1	196	pel_latent	473.02060384949334
1	197	sup_latent	6.79537442456555
1	197	pel_latent	1.6998473673829704
1	198	sup_latent	0.3336926890793933
1	198	pel_latent	0.147540700224753
1	199	sup_latent	1643.1353361629272
1	199	pel_latent	124.82747784215391
1	200	sup_latent	412.4461464668965
1	200	pel_latent	33.877335244165174
1	201	sup_latent	2736.23406507362
1	201	pel_latent	487.5356370200164
1	202	sup_latent	45.87064365899865
1	202	pel_latent	8.376579682904715
1	203	sup_latent	81.22262467112263
1	203	pel_latent	17.369145213632287
1	204	sup_latent	1175.6168201647376
1	204	pel_latent	53.803813720950906
1	205	sup_latent	300.03637010637385
1	205	pel_latent	84.37700386910544
1	206	sup_latent	1408.3181088695717
1	206	pel_latent	461.1982762557569
1	207	sup_latent	8.655882244418216
1	207	pel_latent	2.6324923776039766
1	208	sup_latent	198.67045803014165
1	208	pel_latent	50.7050186764424
1	209	sup_latent	1217.2892527425379
1	209	pel_latent	157.73779971928045
1	210	sup_latent	3420.2022009130915
1	210	pel_latent	341.9953098130221
1	211	sup_latent	926.5027406675845
1	211	pel_latent	41.32999296239351
1	212	sup_latent	2450.1856712863378
1	212	pel_latent	136.8838075509594
1	213	sup_latent	150.8017736132046
1	213	pel_latent	6.823849329476476
1	214	sup_latent	89.33056003143368
1	214	pel_latent	5.597717593973201
1	215	sup_latent	592.9738394195806
1	215	pel_latent	129.00657641962408
1	216	sup_latent	1133.0096810507516
1	216	pel_latent	176.5784188434484
1	217	sup_latent	5.9806810083172834
1	217	pel_latent	0.5316693707709467
1	218	sup_latent	467.00795585709614
1	218	pel_latent	134.63856370222905
1	219	sup_latent	248.06130551546698
1	219	pel_latent	15.996521737211237
1	220	sup_latent	2.9998989800165576
1	220	pel_latent	0.3552683989684948
1	221	sup_latent	114.39559198391046
1	221	pel_latent	52.49736295624065
1	222	sup_latent	1457.806570923242
1	222	pel_latent	324.82302737272585
1	223	sup_latent	1279.2180501698012
1	223	pel_latent	59.411366689966826
1	224	sup_latent	0.202126914840716
1	224	pel_latent	0.042625867509734475
1	225	sup_latent	463.95758840111955
1	225	pel_latent	44.63909354620381
1	226	sup_latent	14.316538845778258
1	226	pel_latent	1.0146374142890742
1	227	sup_latent	253.59925957859798
1	227	pel_latent	9.714553519511682
1	228	sup_latent	0.8602066974877985
1	228	pel_latent	0.18611880795656144
1	229	sup_latent	96.9546573029676
1	229	pel_latent	3.930779165623985
1	230	sup_latent	6247.486828696741
1	230	pel_latent	154.45398805434536
1	231	sup_latent	1.5486008505770008
1	231	pel_latent	1.6954310984784073
1	232	sup_latent	148.3318556317447
1	232	pel_latent	43.59264848892643
1	233	sup_latent	587.2331553733795
1	233	pel_latent	131.9144361112659
1	234	sup_latent	19466.739938623537
1	234	pel_latent	2809.936001447588
1	235	sup_latent	429.414951568431
1	235	pel_latent	46.94236817884783
1	236	sup_latent	110.01475876640424
1	236	pel_latent	4.892221781865635
1	237	sup_latent	2340.5628815960745
1	237	pel_latent	670.6454183629905
1	238	sup_latent	315.07106672289274
1	238	pel_latent	45.32012727445439
1	239	sup_latent	45.5767254507836
1	239	pel_latent	7.994736005305236
1	240	sup_latent	519.9619249215675
1	240	pel_latent	83.51626535170183
1	241	sup_latent	18.0765277157082
1	241	pel_latent	2.2852988689276588
1	242	sup_latent	210.9904663954889
1	242	pel_latent	41.92578758400616
1	243	sup_latent	423.17864002873614
1	243	pel_latent	150.5264816633878
1	244	sup_latent	247.05286596707765
1	244	pel_latent	28.340861933317832
1	245	sup_latent	8119.836214046322
1	245	pel_latent	183.0528467449348
1	246	sup_latent	1225.9307233485745
1	246	pel_latent	534.8431723395768
1	247	sup_latent	399.88347993822583
1	247	pel_latent	62.39131190290428
1	248	sup_latent	404.9380548561919
1	248	pel_latent	11.742275994946205
1	249	sup_latent	2176.64044424681
1	249	pel_latent	104.4354610209531
1	250	sup_latent	55.4672816553629
1	250	pel_latent	5.719435533086836
1	251	sup_latent	4924.719342353221
1	251	pel_latent	183.33861689045284
1	252	sup_latent	871.936277453942
1	252	pel_latent	52.404243245519595
1	253	sup_latent	5.270115168234945
1	253	pel_latent	0.4081733289666541
1	254	sup_latent	108.81793000470981
1	254	pel_latent	15.30394737516762
1	255	sup_latent	46.607731095731
1	255	pel_latent	6.850113722475978
1	256	sup_latent	613.1048466238677
1	256	pel_latent	99.73229436015455
1	257	sup_latent	644.317930165991
1	257	pel_latent	35.576819342423775
1	258	sup_latent	1941.8903606434515
1	258	pel_latent	242.7963260840778
1	259	sup_latent	45.6461970631302
1	259	pel_latent	6.722754751856312
1	260	sup_latent	0.20358482950141749
1	260	pel_latent	0.044204945637159876
1	261	sup_latent	21.88315133225415
1	261	pel_latent	22.765498670525403
1	262	sup_latent	5.3432457598177
1	262	pel_latent	2.723363123765685
1	263	sup_latent	279.8586969191633
1	263	pel_latent	129.04614951323887
1	264	sup_latent	715.2187685424283
1	264	pel_latent	40.64889544358668
1	265	sup_latent	400.8139966109336
1	265	pel_latent	51.83875453308829
1	266	sup_latent	1140.273517471211
1	266	pel_latent	188.46104395270885
1	267	sup_latent	2476.8938979176037
1	267	pel_latent	717.4316100810593
1	268	sup_latent	612.0829522745794
1	268	pel_latent	175.05312046409014
1	269	sup_latent	315.8502519109699
1	269	pel_latent	16.828423712900705
1	270	sup_latent	0.6086449583163771
1	270	pel_latent	0.09485603546493707
1	271	sup_latent	0.19454657564331795
1	271	pel_latent	0.08711220224921407
1	272	sup_latent	0.20732914674053923
1	272	pel_latent	0.13304753288833387
1	273	sup_latent	0.20295199516066242
1	273	pel_latent	0.32557601646974743
1	274	sup_latent	1.551328565224793
1	274	pel_latent	0.3445737064479618
1	275	sup_latent	0.2072577053656055
1	275	pel_latent	0.04368660136895794
1	276	sup_latent	90.82604372760395
1	276	pel_latent	31.213756075234517
1	277	sup_latent	0.20449025443193958
1	277	pel_latent	0.044024033080567376
1	278	sup_latent	1570.7526133260008
1	278	pel_latent	180.26850032637827
1	279	sup_latent	199.91542743786772
1	279	pel_latent	20.471583528176055
1	280	sup_latent	378.4174354975708
1	280	pel_latent	44.811688855640995
1	281	sup_latent	132.90726489313732
1	281	pel_latent	34.90099310695149
1	282	sup_latent	399.23971476579
1	282	pel_latent	22.609920084429906
1	283	sup_latent	395.0942369528276
1	283	pel_latent	39.64450837539184
1	284	sup_latent	102.95280578460978
1	284	pel_latent	26.571187154740635
1	285	sup_latent	665.4004746339292
1	285	pel_latent	175.0256868399162
1	286	sup_latent	941.9949172002086
1	286	pel_latent	28.16423206601234
1	287	sup_latent	2795.09451318467
1	287	pel_latent	63.85380481574026
1	288	sup_latent	1414.3316018089026
1	288	pel_latent	142.87621707691576
1	289	sup_latent	0.2086502256656434
1	289	pel_latent	0.04386439992157945
1	290	sup_latent	0.19535263130794106
1	290	pel_latent	0.04243935993366179
1	291	sup_latent	0.8150880919494763
1	291	pel_latent	2.0340627916635436
1	292	sup_latent	0.19613390705976844
1	292	pel_latent	0.04352089402135217
1	293	sup_latent	440.81606363645625
1	293	pel_latent	37.571886739774286
1	294	sup_latent	1853.9459164450668
1	294	pel_latent	328.5989537999767
1	295	sup_latent	17.113761726330242
1	295	pel_latent	1.83787145110673
1	296	sup_latent	3382.098888997314
1	296	pel_latent	354.32181482600413
1	297	sup_latent	2.6599072184910173
1	297	pel_latent	1.0115861212622275
1	298	sup_latent	41.123271939364145
1	298	pel_latent	26.78476385853016
1	299	sup_latent	88.57281862640183
1	299	pel_latent	36.53981190058642
1	300	sup_latent	369.96237512725907
1	300	pel_latent	87.22962492163475
1	301	sup_latent	271.91424443422613
1	301	pel_latent	15.056064026663286
1	302	sup_latent	4273.322751578326
1	302	pel_latent	963.3043132224207
1	303	sup_latent	321.14823843198576
1	303	pel_latent	21.335711364456422
1	304	sup_latent	4432.645145708573
1	304	pel_latent	281.14447838614956
1	305	sup_latent	908.1439478456332
1	305	pel_latent	66.79532399972254
1	306	sup_latent	44.58112768064386
1	306	pel_latent	4.95234182033928
1	307	sup_latent	504.4140774234086
1	307	pel_latent	59.07214831361283
1	308	sup_latent	811.2924144825397
1	308	pel_latent	186.72581224411937
1	309	sup_latent	1162.8100364816314
1	309	pel_latent	194.85915402824304
1	310	sup_latent	1735.8999527054102
1	310	pel_latent	215.30558092037714
1	311	sup_latent	7.709925750058742
1	311	pel_latent	2.5112107295192327
1	312	sup_latent	138.6697729901699
1	312	pel_latent	48.34162157892698
1	313	sup_latent	1232.075424470409
1	313	pel_latent	104.06256977573872
1	314	sup_latent	836.8901995910062
1	314	pel_latent	39.098284141642424
1	315	sup_latent	1724.447480881769
1	315	pel_latent	193.71354949472573
1	316	sup_latent	389.86277742351336
1	316	pel_latent	24.382200300468014
1	317	sup_latent	836.8717360764908
1	317	pel_latent	207.13397604184553
1	318	sup_latent	1237.1430960104685
1	318	pel_latent	65.784007226479
1	319	sup_latent	1.672805813578477
1	319	pel_latent	0.3159638869059173
1	320	sup_latent	1476.8292076981202
1	320	pel_latent	217.5054984885291
1	321	sup_latent	792.5202041136731
1	321	pel_latent	92.00120135813785
1	322	sup_latent	778.6234023036441
1	322	pel_latent	152.43047357398228
1	323	sup_latent	390.836233595353
1	323	pel_latent	82.82170084558845
1	324	sup_latent	223.18579322160764
1	324	pel_latent	34.712677172201545
1	325	sup_latent	526.6155826368013
1	325	pel_latent	29.202829872713785
1	326	sup_latent	18.53671592368257
1	326	pel_latent	1.2680794632919232
1	327	sup_latent	4842.4251793301355
1	327	pel_latent	160.12068416831215
1	328	sup_latent	1219.452303500656
1	328	pel_latent	126.47148872198687
1	329	sup_latent	11.053275365061475
1	329	pel_latent	3.9994105888859033
1	330	sup_latent	1.0328595463418209
1	330	pel_latent	0.19461495100122755
1	331	sup_latent	944.3441151327279
1	331	pel_latent	28.162381082670393
1	332	sup_latent	925.2205049669888
1	332	pel_latent	41.7866605618205
1	333	sup_latent	737.2879088675093
1	333	pel_latent	88.21429860208903
1	334	sup_latent	1398.90704419509
1	334	pel_latent	214.39794225168316
1	335	sup_latent	0.2056937396545916
1	335	pel_latent	0.04244398397522681
1	336	sup_latent	2332.920821405457
1	336	pel_latent	131.39442651550877
1	337	sup_latent	6.184283381409479
1	337	pel_latent	0.24220517517601792
1	338	sup_latent	311.3238083494847
1	338	pel_latent	31.752533052012367
1	339	sup_latent	1435.1447099465508
1	339	pel_latent	153.22980193445716
1	340	sup_latent	492.8250479285623
1	340	pel_latent	13.510292043120664
1	341	sup_latent	1405.2070831527758
1	341	pel_latent	383.1693771938282
1	342	sup_latent	186.40780314342808
1	342	pel_latent	37.36573474997549
1	343	sup_latent	305.85642849682864
1	343	pel_latent	26.772560052005744
1	344	sup_latent	351.00887355341433
1	344	pel_latent	18.339027000541115
1	345	sup_latent	359.6349206197264
1	345	pel_latent	63.11129871423498
1	346	sup_latent	2.8272280975026107
1	346	pel_latent	0.7241410681773996
1	347	sup_latent	574.9191449797086
1	347	pel_latent	92.98700523918157
1	348	sup_latent	176.0497374439051
1	348	pel_latent	15.845184233414209
1	349	sup_latent	186.35046828175075
1	349	pel_latent	31.80680947030543
1	350	sup_latent	3806.179618942498
1	350	pel_latent	690.5270710317191
1	351	sup_latent	5019.2345133947765
1	351	pel_latent	865.8312328318899
1	352	sup_latent	236.3226869532457
1	352	pel_latent	18.640263751749274
1	353	sup_latent	109.9446940437172
1	353	pel_latent	11.923585519175571
1	354	sup_latent	0.8992451389693135
1	354	pel_latent	0.04660715194735851
1	355	sup_latent	135.0052370726288
1	355	pel_latent	7.9757789744006224
1	356	sup_latent	3230.3957061325364
1	356	pel_latent	372.31007458130455
1	357	sup_latent	2078.272109831615
1	357	pel_latent	496.2801441252021
1	358	sup_latent	143.72071259048516
1	358	pel_latent	14.082929992286756
1	359	sup_latent	41.727323249327306
1	359	pel_latent	5.772226827618894
1	360	sup_latent	434.5149576761796
1	360	pel_latent	37.7626900694527
1	361	sup_latent	1344.7563422585145
1	361	pel_latent	244.00931143701334
1	362	sup_latent	5672.783235045842
1	362	pel_latent	1043.890092098123
1	363	sup_latent	1491.5062940934795
1	363	pel_latent	154.7628101782965
1	364	sup_latent	1456.332466075994
1	364	pel_latent	223.04532749119613
1	365	sup_latent	479.90913418137467
1	365	pel_latent	32.52890333326873
1	366	sup_latent	58.74790342386305
1	366	pel_latent	22.399260200837137
1	367	sup_latent	4395.959396136996
1	367	pel_latent	178.7570098594341
1	368	sup_latent	7849.841208450573
1	368	pel_latent	1067.135021764373
1	369	sup_latent	1133.0928658725252
1	369	pel_latent	27.688842935176126
1	370	sup_latent	235.48800017920468
1	370	pel_latent	22.395285118123944
1	371	sup_latent	840.1823244553862
1	371	pel_latent	319.61628395522655
1	372	sup_latent	888.360603173132
1	372	pel_latent	41.97852077277846
1	373	sup_latent	143.4349179347713
1	373	pel_latent	6.288352956016849
1	374	sup_latent	828.9593732424514
1	374	pel_latent	32.66342736359365
1	375	sup_latent	0.4273071498009855
1	375	pel_latent	0.044340998546739084
1	376	sup_latent	17.142811150481247
1	376	pel_latent	1.7727140371463785
1	377	sup_latent	89.04399038725381
1	377	pel_latent	1.8455670450513304
1	378	sup_latent	1233.810606261956
1	378	pel_latent	163.2218912796443
1	379	sup_latent	3300.612983721544
1	379	pel_latent	379.518063554338
1	380	sup_latent	1109.8120169369295
1	380	pel_latent	139.68480657708494
1	381	sup_latent	829.999471681198
1	381	pel_latent	52.82638263590454
1	382	sup_latent	1090.0335833358558
1	382	pel_latent	70.17497883130206
1	383	sup_latent	952.4740325746823
1	383	pel_latent	202.90020702414887
1	384	sup_latent	113.72696826552027
