gene_name	sup_latent	pel_latent	pvalue
1	2.6305287026136726	0.6153584642034142	0
2	2.334850578306051	-0.03805765868210921	0
3	2.952074838254254	1.099849656642966	0
4	0.840916215420908	0.30825938758038207	0.003
5	0.9492327488522188	-1.9187506787533644	0
6	5.74599983678913	5.033135003844183	0
7	1.928449027170899	0.4263995688482502	0
8	2.183611900779563	-1.0221178989725062	0
9	6.66554831938765	7.227087492827685	1
10	6.395793571782657	5.2466048635491	0
11	6.128658059354624	4.584506189625717	0
12	1.0778213308217577	-2.069305601047861	0
13	3.3772127779075065	0.043213316696312565	0
14	0.2229491924996332	-0.9868980939873662	5e-4
15	6.51656854346856	5.199137306995333	0
16	0.7794592905200843	-0.4265664153384592	0
17	4.764465289291197	1.524480671185009	0
18	2.0551134904709842	-1.315312826722402	0
19	4.310630644104556	-0.8828802650345281	0
20	2.2646686426403693	1.4800178591547297	0
21	4.6417270366248555	4.1516895321229725	0
22	3.0509272637625395	2.3289029007445268	0
23	0.8509182928626327	-1.7150813007502133	0
24	2.1541567382876625	1.6106102942359646	0
25	1.8121485182924726	-0.7278255938656306	0
26	2.064040896743244	0.05801451335487073	0
27	4.475329045021948	2.425373376469371	0
28	0.46041210869561644	-1.7868689836287186	0
29	-0.6294557597522352	-2.014579114423718	0
30	2.5839716580481786	1.0673497103885092	0
31	6.589015185959409	3.2735772614781165	0
32	-1.1075253134663752	-2.7286033946783466	5e-4
33	2.2499489040688854	1.9842523386999027	0.012
34	1.0375640031060605	-0.26791047740018414	0
35	2.130096052933731	0.22143471031462758	0
36	5.883765585212384	4.046256331085711	0
37	4.557175518238697	4.037839717624269	0
38	5.535099401079094	3.8578125673338697	0
39	4.093400502159771	-0.2709220339960464	0
40	4.565065350914978	3.7322700598804492	0
41	3.26240255519647	1.8717900735859312	0
42	4.965094808300215	3.2698445666332825	0
43	5.250013296931329	2.6608964711510783	0
44	3.8302279661393186	2.625556707787171	0
45	5.401739254088958	3.7877171550354176	0
46	2.4968718328131603	-1.9085611316791629	0
47	3.7830227049936846	3.514152155695193	0.0035
48	5.5713833974417195	6.482490439806055	1
49	5.05381661137782	3.9610125530283544	0
50	6.3595601789264915	3.2565821524608456	0
51	5.318850017037496	4.517463402039791	0
52	2.2712572845993977	1.240210094825886	0
53	2.1968400929665393	1.3204582340611069	0
54	4.451023741444732	4.0076528791448	0
55	3.834470460774212	2.7867110758194107	0
56	6.187826449462408	2.2014027149639475	0
57	4.08798877655374	2.2323163893305855	0
58	-1.449709151882494	-2.6365324937095878	0.0095
59	6.035027712636139	5.951372072656401	0.16
60	6.892219077260871	4.432562707889588	0
61	1.8103588321744817	0.5121351723556951	0
62	3.060820704317019	2.1630222523774587	0
63	3.8560935122039375	3.641235365186438	0.008
64	4.828698698344662	2.845354129894847	0
65	1.2497863860663547	-0.4065811809699309	0
66	2.343631519666283	0.5317877231778515	0
67	0.9319219317807832	-0.031449571256635334	0
68	2.1793313025207137	0.7247932768090843	0
69	1.3432585046913572	-0.746796130756989	0
70	0.5903432241156823	-0.020106258092689545	0.0025
71	1.3872897373894262	-2.056737678749811	0
72	2.90891897222045	2.7226505396173355	0.041
73	4.074398650635869	2.706664627965858	0
74	0.05813119410531673	-0.39530391114471825	0.033
75	7.769652893607869	7.337102910347387	0
76	1.4162448849828686	-0.7247884563017202	0
77	4.646121185832504	4.408150774375795	0.0045
78	-0.008325769465042165	-0.08521742611273872	0.3655
79	3.1373671857474936	-0.25893795413224185	0
80	4.895503297945751	2.165356597555525	0
