gene_name	baseMean	log2FoldChange	pvalue	condition_A	condition_B
1	56.506131745698816	1.0107876550759467	0.021176926658062152	2	1
2	34.517515692194294	-0.10795547624186479	0.8547335513710522	2	1
3	3949.358485726392	-0.31836855335889264	0.23369734888267682	2	1
4	170.31275617514865	-1.927574495343464	2.1706937323166757e-10	2	1
5	348.66715359938553	-0.28605700465453066	0.3028774688402541	2	1
6	1492.3381551951802	1.8124749670957507	5.721404354856303e-14	2	1
7	659.2552731052541	2.708613017130219	1.5617733123140894e-24	2	1
8	1790.5863405904593	-1.2906436885243397	1.7943145423775404e-9	2	1
9	181.52273782554545	2.327409606694894	1.047050635859342e-11	2	1
10	954.6955633821271	3.1235065964684554	3.8321596237991637e-47	2	1
11	3560.5117190689466	0.8308698293299166	8.564788977626538e-5	2	1
12	21314.908295304824	-1.0962862133903355	2.9063862371366147e-6	2	1
13	14.039999754878428	-1.8770727826248588	0.0428950552599121	2	1
14	443.0452156943157	0.6554139350786086	0.003047101664420536	2	1
15	5410.135436463428	-1.8813182480745854	1.6919647322597784e-17	2	1
16	457.39756710293454	-2.935650550128526	7.335908623045868e-33	2	1
17	20.5092994012397	0.305308965490432	0.7357521418054775	2	1
18	251.3204994347829	3.7434491629172	1.829548456616769e-40	2	1
19	60.824649912574515	-0.7045209817307074	0.10350839338474355	2	1
20	165.77821996549358	-1.2167019891945503	4.992077667373756e-5	2	1
21	3497.3295735302568	-2.391264618442032	8.606804013057206e-37	2	1
22	13.01569191456032	2.6349767691327286	0.0079602355334845	2	1
23	370.52010547785994	0.6790458870779027	0.008686905716537158	2	1
24	176.48107134361862	4.9332843288944765	2.1199274911099784e-51	2	1
25	10.918343770395248	-0.036179765113317046	0.9693237453301684	2	1
26	474.700471437749	1.0972431461975432	3.729674571407522e-5	2	1
27	1493.8508659812867	-1.0913426599299425	2.656673313062589e-9	2	1
28	1920.0754069299003	3.4615733144849172	3.9052764430390035e-44	2	1
29	93.99366671478724	5.059058628369245	2.8699390325573944e-39	2	1
30	112.98027708044046	-1.8291612264025316	6.847768614122367e-7	2	1
31	331.14474978222864	2.512593089710105	2.020707368562986e-26	2	1
32	243.6465516820829	-1.8854595807663612	5.2387182387192014e-11	2	1
33	330.535610628246	2.1851632481811083	9.890837901582141e-15	2	1
34	8.31741893245258	0.6577383743701505	0.5388275182273373	2	1
35	4.598994715410889	0.29379684105588694	0.8344073032764515	2	1
36	21599.885501426128	-2.205909486889962	7.3698910798123115e-35	2	1
37	14.214744413789735	0.996639053773026	0.2224569015222953	2	1
38	148.5266376164534	-0.5472730560355331	0.10095763832516841	2	1
39	91.81805968382105	0.3488630814192875	0.37175400829326666	2	1
40	42.81584457195867	-0.4244492046828956	0.3838129126811638	2	1
41	3.2554181782689624	2.3783134278536426	0.24404716451511246	2	1
42	151.63978536265503	-1.9182272817682802	6.1270035720126214e-9	2	1
43	113.12257484662109	-0.7931869584391241	0.022242338701940697	2	1
44	170.36283916350715	-0.5433960320187441	0.056912947710988884	2	1
45	3972.7116676902733	0.5423279320297799	0.011050013611891344	2	1
46	614.7967718935811	0.4785506681554524	0.0343505232514097	2	1
47	1703.3539729730928	1.3537689998325777	5.267078465729162e-11	2	1
48	124.98268390462908	0.3451522591849433	0.2987620325185068	2	1
49	529.9334331556249	-0.0968113436353387	0.6788806584688643	2	1
50	49082.57526214117	-0.20886106970057558	0.27734953625880554	2	1
51	1072.37971477853	-2.065544112145956	2.1039073194413834e-20	2	1
52	1.725093081471525	3.262435917963667	0.17196325295229647	2	1
53	395.75064809311084	4.5035563308346855	4.2696794767359654e-55	2	1
54	1910.6880909819663	-1.8543027003855705	8.235669639562766e-11	2	1
55	220.12735370936264	-1.5012414881627734	1.5108785350679162e-7	2	1
56	118.10584025843772	-0.5132721628776008	0.12795959267032725	2	1
57	1670.0163370593252	0.6372416200425612	0.005221308635927905	2	1
58	76.02378865876504	0.5009438782070907	0.18076159708251627	2	1
59	343.9569203399264	3.289788830347315	4.822430800333234e-35	2	1
60	13.569749077960376	0.4779674782418029	0.590867077183641	2	1
61	2373.8287682098253	-1.9901202519945913	1.0515584399016598e-26	2	1
62	575.3065444962966	0.45413601086007055	0.07122865898407839	2	1
63	303.3944413497841	5.179574125152388	8.81328769555165e-78	2	1
64	109.6307713188293	-3.6550453860966257	6.30005394530209e-22	2	1
65	2229.716688387891	0.6313934497083672	8.636320828773494e-4	2	1
66	64.98772141522652	-1.7526172871586414	1.1230406275894408e-4	2	1
67	36.295085402428825	-1.2000547289448622	0.028233962177463347	2	1
68	61.137822063906306	-0.2144183901085889	0.6208951972612549	2	1
69	150.82981667350137	4.4029610730224995	2.4568060887749034e-33	2	1
70	42.42917539869893	4.0103498693492	5.245167071394335e-5	2	1
71	82.95025640357152	-0.8886022266207972	0.03411604899839773	2	1
72	1866.175738343755	1.9684165527639965	7.72210997731733e-15	2	1
73	353.9437149360104	-4.629891578323671	1.5366662173463251e-55	2	1
74	750.4906043905843	-0.15676156068268704	0.5171512391815716	2	1
75	106.81584871406855	-4.316278078571498	3.4135635352333416e-26	2	1
76	3068.5287757380497	6.134304123022916	7.452238322774805e-158	2	1
77	698.4669682362285	-4.511442933712943	5.9375356808665174e-86	2	1
78	36.71135262225069	-3.300686100109734	6.1871842204606675e-9	2	1
79	12.377382558415645	-3.9813025416338936	2.1417101037347896e-5	2	1
80	138.44146054094406	2.091355923988521	1.0342900548751501e-10	2	1
81	516.2077843780265	3.396286389720811	9.780066767864204e-33	2	1
82	11.721895590276706	0.42254376173140834	0.6381091927826413	2	1
83	44.45528146625723	1.5741014686018058	0.0011144055302422884	2	1
84	7344.823547576947	0.6163918027569589	7.247122307055026e-4	2	1
85	314.45987952403794	-0.9802409249077884	5.77115411135101e-4	2	1
86	1725.3338680297468	1.524558458213822	3.9085244977852314e-13	2	1
87	26.750980755800356	-2.4678679969053356	1.9067727204390096e-4	2	1
88	1958.4965728823931	-0.4695687338464586	0.023182331993186506	2	1
89	178.5095280193566	0.16759503017655317	0.5649869490737682	2	1
90	8957.456263578537	-1.9384645680368495	4.150383066909165e-30	2	1
91	84.46796963405473	1.380959147627815	3.828302103513703e-4	2	1
92	1936.671663810489	-2.301478251935331	3.093981896796368e-36	2	1
93	213.96071279757598	1.8758420685125312	9.547615964801958e-12	2	1
94	25977.578178319476	1.3456913556108157	2.5067238169876915e-11	2	1
95	4.026667093903217	5.367784971074366	0.0026179488615784914	2	1
96	213.53184001499267	-0.3898918389876796	0.17103386586585048	2	1
97	31.924617387723917	-3.2159840577601937	1.2267159942636272e-7	2	1
98	16275.074467402652	-1.9762138947996795	6.92912574654813e-27	2	1
99	1826.3799973272928	-0.7949244917495912	2.2577642061224484e-4	2	1
100	1786.9013419194885	-0.8957863663177636	0.00072092588329575975	2	1
101	154.2434600062006	0.2608395377850722	0.40573300071325585	2	1
102	527.3127213551396	0.6646331799472195	0.010580021009499346	2	1
103	36.84166093772055	1.3896129783913294	0.008770374881849775	2	1
104	212.93010779502868	4.416992161886131	4.713377509582307e-44	2	1
105	1034.0823380026925	-3.1872185017998804	2.2256436202526618e-33	2	1
106	7144.636036096119	0.5376341378473541	0.012792378148564027	2	1
107	1286.1307746524901	-2.1544745349261882	6.257155289272637e-15	2	1
108	182.751958574904	-1.7632642172919049	6.181492772670406e-9	2	1
109	92.46765373134627	-0.8590364082334992	0.03584761215222001	2	1
110	20.390656401477283	-2.3889274028916527	0.0027135344210439914	2	1
111	4107.950576272533	7.205696702109706	6.665744853106388e-146	2	1
112	704.5359639601361	1.5372293981733052	9.989410707834048e-11	2	1
113	15.835675764783918	0.6889405704296057	0.36134833768131436	2	1
114	101.58571148105352	0.8112476984319045	0.017603347761745432	2	1
115	4407.521608451469	-0.37653278633699844	0.08472896761316999	2	1
116	317.70006228786286	-1.6471696531100861	3.525187415422156e-11	2	1
117	643.7941356332713	-1.1816146861138948	5.466504940543264e-7	2	1
118	35866.048348384364	-0.9058770797026683	5.917953507185508e-6	2	1
119	16.776436146656078	-0.2664256800891161	0.7283601330261334	2	1
120	31.027558397335667	3.8386177779345143	2.7437087103619966e-9	2	1
121	555.1500384331302	-0.23641522171266438	0.294086293264879	2	1
122	3.9579192656857356	3.3985141665473164	0.03612495251010656	2	1
123	15.703907369701527	1.4798877740217815	0.0643180975242237	2	1
124	2749.47087471568	-4.617472074197976	2.5231180094587464e-77	2	1
125	6416.443016498506	0.39909743742519166	0.05781929802115111	2	1
126	33.92609112510248	3.557647317469384	1.0440974948987281e-9	2	1
127	9087.403346767811	-2.1231632116058363	1.5655426108697756e-27	2	1
128	284.94267688615093	4.264207861077843	1.5206003231565537e-52	2	1
129	56.41910002021968	1.1223955319469454	0.010163538392578263	2	1
130	38.7339196721368	-0.7611165461912087	0.15637940282481474	2	1
131	430.5439925014354	-2.644273283616571	2.5207280890695013e-23	2	1
132	75.43889124563349	3.064772312532813	1.503046633402361e-13	2	1
133	3.4394951424159617	-3.533542141120726	0.04407057340510031	2	1
