gene_name	sup_latent	pel_latent	ratio	p.value
1	166.05873920741686	38.78532047854533	4.281484261533295	0
2	2092.258747555421	568.5379243316173	3.6800689241885056	0
3	53126.72669681588	16877.10479680891	3.1478578427065864	0
4	372.1108904868006	114.15046463063484	3.2598280847201764	0
5	3162.4422488514674	1096.9879943203941	2.882841257356388	0
6	370.3868061626638	91.30602144603799	4.056543043895117	0
7	14.199240474271829	3.0536018457254217	4.649997344659916	0
8	318.22374759614905	101.17320067331116	3.145336368508251	0
9	6432.258571305489	1978.0363456752166	3.2518404352725843	0
10	501.95430008261064	183.01844797690723	2.742643190515668	0
11	82.90402565061316	27.542445929059898	3.0100458711672204	0
12	6409.228708777802	2362.7687498897403	2.7125924655457254	0
13	595.9225994657279	190.60485187656337	3.1264817951835258	0
14	3060.8809064594157	982.4711792181843	3.115491803937858	0
15	534.3162620034946	183.71916609378695	2.908331631174131	0
16	1067.4783223331208	359.8235073419086	2.966671994886621	0
17	10000.820773698368	3291.658084838573	3.0382319536048716	0
18	2950.059214731924	881.5567217021626	3.346420192946601	0
19	39.22727936723817	13.215538869440337	2.968269380066482	0
20	259.6073652110531	83.2331866740146	3.1190367158212204	0
21	84.03885954812361	31.928197622926454	2.632120376496869	0
22	2434.5482653742597	925.0475367181213	2.631808819265156	0
23	606.8137657542547	198.21249612413817	3.061430422500781	0
24	1242.821631315782	381.1788505099449	3.2604684904556556	0
25	18.848221899325193	7.366871857229885	2.5585108937150105	0
26	353.8995091340744	100.66528298861883	3.515606360279006	0
27	714.5538404384538	190.30620550832083	3.7547584879317615	0
28	1371.288552053285	471.7203599978054	2.906994627197488	0
29	253.2928530450805	99.95106301746557	2.534168676133237	0
30	12.525241920059466	3.9207334311522954	3.1946170633636584	2.5e-4
31	1964.0974209431477	652.8312837269847	3.008583488417104	0
32	47.47122067639178	11.74532633071806	4.041711514837885	0
33	2213.725440725057	718.5451477272298	3.080843907619594	0
34	20.254777943759162	5.728415383778302	3.535843088669258	0
35	65.423363627368	23.306045660171584	2.807141313516432	0
36	2121.4279504835627	696.8277942847845	3.0444077688677305	0
37	566.9407929148542	184.34149885403076	3.075491934476357	0
38	40.627439228554245	7.858217135528278	5.1700581096023654	0
39	1415.9532302305133	481.42898674830894	2.941146605637964	0
40	18.615944704581842	4.528022815104984	4.111274493247054	0
41	399.01580618354916	145.44960034958416	2.74332693403437	0
42	755.9699349817533	280.29675997356185	2.697034154276553	0
43	4483.521726382587	1352.9965077311444	3.3137718395896356	0
44	242.63226173404547	66.38791630077942	3.6547654340402436	0
45	715.5163525797118	222.91258765867477	3.2098517185369326	0
46	100.9820308820081	44.61864980760676	2.2632247124786886	0
47	2070.897742535353	677.8834206335898	3.0549467349411934	0
48	28.19780478527756	13.74448162378126	2.0515728098823733	2.5e-4
49	312.3346372524496	96.99813809946104	3.2200065214879117	0
50	419.2014421199649	156.19352210939323	2.683859333336301	0
51	2615.497231017176	770.4352739946088	3.3948305838284845	0
52	1697.7799505073692	716.2307934222192	2.3704369682225113	0
53	14.133382199023984	2.950746855788339	4.78976438500619	0
54	2.1329029778791373	0.37149515304888897	5.741401900870685	0.0015
55	10617.6190402191	3479.085886225611	3.0518416007654063	0
56	14677.483786905508	4573.621840631877	3.2091598952303664	0
57	203.404610884122	67.44273128707361	3.015960460117182	0
58	507.0436287071824	169.08702857743026	2.9987139343157314	0
59	862.1672495005207	308.2592217341878	2.796890372492954	0
60	177.7451646057208	55.19026788044149	3.220588908732416	0
61	136.57798927047565	55.04441231459768	2.481232581608568	0
62	82.8859511001452	34.13143931623702	2.4284340994877023	0
63	497.51484871287465	172.26759970206376	2.8880349501201903	0
64	3.899125138147852	3.12846186751512	1.246339352457844	0.27825
65	163.54737234861045	58.099483989560646	2.814953956871575	0
66	1.7797891102125747	1.189572462300303	1.4961586339775859	0.20175
67	1393.53959595669	470.71997399880405	2.9604428809732863	0
68	186.33075911870165	63.9936091568802	2.911708865519871	0
69	1987.9399766014049	798.3806963449256	2.4899649824982144	0
70	107.67691293273498	39.578283422962244	2.7206059389191135	0
71	121.04272518124571	36.010838713232545	3.3612859213070023	0
72	1.151655367303617	1.5761731506566288	0.7306655152854501	0.68975
73	96.80866621969011	37.678965651383194	2.5693026479386987	0
74	2346.7476845473248	892.8872826939339	2.6282686852330817	0
75	179.7183111371132	49.57060349426821	3.625501778647779	0
76	10396.23097380047	3637.613977875667	2.857980818479198	0
77	1003.4435485646097	357.4282916003413	2.8073982170572296	0
78	10671.21898712662	3481.0404155483748	3.0655257374958005	0
79	38.967710388245024	11.311361516479659	3.4450061852830447	0
80	3063.0400351688777	1149.7763292511518	2.664031218283849	0
81	1332.172131445417	491.06788824980765	2.7128064435109986	0
82	1082.971955269985	348.85895102135896	3.104326124066342	0
83	240.52377981729927	81.58774933291036	2.948037931967787	0
84	107.80459303370088	39.00547182078084	2.763832559929864	0
85	381.08706893387983	110.56512255391925	3.446720449733461	0
86	119.20791534409678	40.045220801323595	2.9768325148092742	0
87	282.6272364497331	88.53546635995485	3.1922488023123714	0
88	486.9945904442991	184.2871357393009	2.6425859216414262	0
89	480.6954918506136	143.7068422710795	3.344972892410092	0
90	3097.8732849930534	991.8301413087381	3.1233909476731094	0
91	3806.333066260947	1201.9663640940748	3.1667550606790815	0
92	325.16933477616203	118.14659729743732	2.752253067073436	0
93	7382.27589735701	2660.4672934560263	2.7748042291349555	0
94	56.121539994313785	17.721006939459368	3.1669498345123914	0
95	771.3929778819847	269.85179686503795	2.858580105241191	0
96	267.1344395524054	81.93097224471063	3.2604817474218524	0
97	14500.018186299412	4013.629100389617	3.612695100524322	0
98	102.44866882171075	36.84894879372776	2.7802331457322076	0
99	474.10104119929395	133.6348584839928	3.5477348244139706	0
100	758.9490318616927	198.22479148426555	3.8287291220176947	0
101	1158.1939498056272	388.60735155308737	2.9803706625128195	0
102	6835.422764907833	2034.7634685784965	3.3593205650006674	0
103	651.9152107864908	246.52245126363465	2.6444455969218126	0
104	1.5028953998052554	0.4182278128635155	3.593485066225642	0.01325
105	277.3914820086068	116.42792616968856	2.382516730602252	0
106	275.3670859158266	100.12154471178756	2.750327980940619	0
107	7099.763248848572	2191.2204801632183	3.240095331858038	0
108	189.51871990298508	65.19581930814044	2.906915227297734	0
109	3.5688379372144885	2.8360672630974237	1.258375632923729	0.2755
110	1519.103301238814	534.8541900629074	2.8402195018050493	0
111	59.027763235747244	14.9777684255917	3.941025228757691	0
112	7489.680656940767	2688.0691185469336	2.786267884729616	0
113	904.9121809382339	277.4390375841444	3.261661332226123	0
114	762.2147475307038	258.1287045042366	2.9528476850128604	0
115	761.2413803650429	241.38307591082958	3.1536650922712433	0
116	4.739799865448229	0.9757584865742424	4.857554334053535	2.5e-4
117	764.1773549243109	272.01198753287065	2.809351756352156	0
118	349.96465748188325	133.11180246499794	2.6291031373713634	0
119	295.67206657587394	111.40779017856877	2.653962223844124	0
120	821.3976147391983	253.45076309629135	3.2408567435527185	0
121	722.5862866385951	259.23770341342833	2.787350285564849	0
122	866.6093935701374	272.14664893855684	3.1843471045854903	0
123	3545.6005093695767	1232.01416985725	2.877889391304968	0
124	144.61041220312768	42.73682736930172	3.383742338978647	0
125	13.750489525913764	6.227229684778042	2.208123069480755	0
126	1058.2975649108078	350.537173084561	3.019073713632967	0
127	34.39327458499682	11.234669530129592	3.0613516928788638	0
128	79.67242018815622	26.97002401439049	2.954110094438371	0
129	45548.03904931058	14027.499683794447	3.247053293605194	0
130	229.83308573421334	67.15499277020157	3.422427376631277	0
131	38.875313416730876	10.205945529886627	3.809084940037175	0
132	2908.7040056525375	835.2400332520158	3.4824767609946425	0
133	39.77429118949456	6.8324476532823555	5.821382498318405	0
134	51.73618983070052	14.856347355209703	3.482430007437736	0
135	2371.230847077016	638.8138842484877	3.7119275356179444	0
