gene_name	sup_latent	pel_latent	pvalue	condition
126	1.7216966070884818	-0.8582053515633812	0	specific
127	1.433755508928745	-0.40757859589343504	0	specific
128	5.550380977464894	0.3702864431810273	0	specific
129	2.719645678679096	1.3743236407478054	0	specific
130	-0.16965823380704093	-1.700566537001213	0	specific
131	0.10097303760545728	1.571414784475955	1	specific
132	6.476482836275794	6.050187077616414	0	specific
133	5.421741280666939	4.792303855398124	0	specific
134	5.034392175673297	1.715495911476261	0	specific
135	2.4291481055157127	1.2942338295914824	0	specific
136	0.2433015086018341	-1.4702994934974045	0	specific
137	3.5311659931696697	1.4748159486816332	0	specific
138	5.483079374068961	4.737849747931943	0	specific
139	4.007276999814247	2.740438954471739	0	specific
140	3.9375155399659967	2.571388395607241	0	specific
141	-0.2190449438399511	-0.30636282887034283	0.3665	specific
142	4.246386056107838	3.213964705610102	0	specific
143	4.433226588732769	3.0516599561903153	0	specific
144	7.1022440529938855	3.354958856759248	0	specific
145	4.345972348433538	5.020232712448642	1	specific
146	4.447738861375068	0.4649614233094086	0	specific
147	5.618904196213327	2.328699166907563	0	specific
148	5.004393531476023	2.0312845969096855	0	specific
149	6.254850694572209	5.86455409630471	0	specific
150	3.5906356826848462	1.7688790721851815	0	specific
151	0.08177502632418086	-2.9184310442764243	0	specific
152	1.8480174461939556	2.520215387942952	1	specific
153	4.052599020171698	2.295040537305893	0	specific
154	2.1540769663360884	1.2395800622590318	0	specific
155	7.349916251840211	6.070077751176206	0	specific
156	2.858456004395432	1.7986346276210385	0	specific
157	2.800388729196057	0.2077770086637674	0	specific
158	2.8332500179998528	0.8260919336999993	0	specific
159	0.4249781946479414	-1.0807605366125195	0	specific
160	5.149540912298077	3.2440337647731696	0	specific
161	8.388840005056148	7.967324748718642	0	specific
162	1.813049433100149	1.8215278856764392	0.511	specific
163	5.723847150087757	2.984977090490891	0	specific
164	6.852647443659141	4.668333744803245	0	specific
165	3.4728548189391453	0.5026900299075827	0	specific
166	4.716321580531128	4.21199587055475	0	specific
167	0.08442271438109264	0.12577040763848582	0.5735	specific
168	5.1577405377740675	2.72334816972222	0	specific
169	6.186242974272888	2.1205592389575387	0	specific
170	-1.4556113266898079	-2.350497917769229	0.0575	specific
171	2.15638844193505	1.980821848348619	0.067	specific
172	4.264820473075353	1.1020923590915217	0	specific
173	2.4510490153981	0.5064424808035007	0	specific
174	2.3587456115985246	1.8109049925413254	0	specific
175	0.9139169893954926	-0.40661863225949	0	specific
176	2.959373686685331	0.6515933328572059	0	specific
177	3.9825300253621556	2.2609907250116277	0	specific
178	-1.1938194561813649	-2.2762640798418543	0.019	specific
179	1.4611818658943272	-4.10485332198906	0	specific
180	4.013104523598095	2.4474918417498825	0	specific
181	3.254635926822984	-2.234004192220194	0	specific
182	7.644665673797009	3.2927062499150894	0	specific
183	3.066824053268155	1.5034330462595458	0	specific
184	4.310367281529639	3.212657891106511	0	specific
185	7.145257665492159	3.9611684896562083	0	specific
186	0.5939639491899085	0.3135466552322578	0.062	specific
187	1.640868698535556	0.49131633587685697	0	specific
188	3.367923186796383	2.4768360700763568	0	specific
189	2.2853200357767163	0.5968169171146559	0	specific
190	0.6796044352155328	0.6779998456773294	0.4995	specific
191	1.0932320680627452	-4.052562034369984	0	specific
192	4.929012082482831	3.498278040553705	0	specific
193	1.1873598089671709	-0.5631487461608178	0	specific
194	-0.6557633861084757	-2.0090857810359557	0	specific
195	2.6660564820176313	-0.23490080356832527	0	specific
196	3.52548444259748	1.11585744466774	0	specific
197	4.03161798821236	1.2551034726950094	0	specific
198	6.235377589730983	1.5990742518059822	0	specific
199	3.5180077794283937	1.0875446601361527	0	specific
200	4.576809578061312	3.662531017201629	0	specific
201	-0.05656979284426434	-3.276292751752554	0	specific
202	1.2396237777633314	-0.22212934134151735	0	specific
203	7.902755265542842	5.243303025985616	0	specific
204	4.702088724492317	6.260651694354696	1	specific
205	4.824967836945332	3.9151965662936563	0	specific
206	4.749791440108311	3.2877302622053	0	specific
207	2.14148841882109	2.490609718345575	0.998	specific
208	4.237301105320493	1.5814854236911686	0	specific
209	6.872482510962763	6.289747863980798	0	specific
210	2.099522093016727	1.6884793884014573	0.001	specific
211	4.512119928588808	4.571923278839029	0.7365	specific
212	4.325486543858792	3.150362286317362	0	specific
213	3.611060261023893	0.9067421494334109	0	specific
214	0.5183981247326719	0.5695228864861812	0.614	specific
215	5.091041742584919	0.6844560401162768	0	specific
216	1.7093838732944104	-0.42846877707177466	0	specific
217	2.746043693002589	1.1765289149273517	0	specific
218	4.878026041638188	1.5873633332680503	0	specific
219	5.736956498800459	4.193019813026542	0	specific
220	2.077417492439257	-2.2672327849164065	0	specific
221	4.373893901615464	3.242906243625032	0	specific
222	7.3243819918918165	2.1854064842139707	0	specific
223	5.0869628512711556	4.518318507459963	0	specific
224	5.54534911297519	0.5045909327798599	0	specific
225	3.996633026451881	2.1435892654009443	0	specific
226	3.5291203492674703	3.5379772154893554	0.538	specific
227	-0.0030913695253991158	-2.016832306592571	0	specific
228	4.524313539361794	2.020090129455653	0	specific
229	4.707018083411828	2.662247585561617	0	specific
230	1.730863945881352	0.35971415540489293	0	specific
231	3.6794577442393575	1.9768543851921399	0	specific
232	2.6614331549943167	-1.639256843644735	0	specific
233	4.14402096522006	2.974939133702247	0	specific
234	4.767920471981171	3.644835726391495	0	specific
235	4.9540336882488925	3.1826696358275455	0	specific
236	4.78407230181387	3.8140331821369733	0	specific
237	3.562771998324398	0.41985931256865383	0	specific
238	9.01341201577217	6.017534128343064	0	specific
239	2.754470393253232	2.5649271884793263	0.036	specific
240	1.9478651594531398	-3.352665471021949	0	specific
241	1.3472635985602832	-2.2105645263933402	0	specific
242	3.50092419489708	2.019313029554766	0	specific
243	3.2341391652424623	2.6537415510287197	0	specific
244	3.9573665653789156	4.54884414463023	1	specific
245	1.593844803690762	0.4760716323879348	0	specific
246	6.672970222233567	7.57190850581526	1	specific
247	6.058263958105063	3.7812557605133867	0	specific
248	3.4953738983359472	2.5183724406442227	0	specific
249	4.461384364303882	3.7945651233070796	0	specific
250	1.1297009075232292	1.2178584573207498	0.715	specific
251	5.121293999193624	2.6046959689697378	0	specific
252	5.676723198207634	4.866823120800678	0	specific
253	6.185573894606867	3.094728365679427	0	specific
254	6.941691135807557	4.419122855118319	0	specific
255	-0.2641408971207075	-2.739708718637101	0	specific
256	0.6246828418323391	-1.2399716845313127	0	specific
257	2.217122772145479	-1.5215366545344504	0	specific
258	5.0770916471831455	4.163778821708525	0	specific
259	3.6812051876113894	1.022998522500035	0	specific
260	5.106587148872041	2.274737214731628	0	specific
261	4.02922291718993	0.5967869573215513	0	specific
262	2.7807631907717596	0.7328315786875408	0	specific
263	2.7334662908902607	0.3296233715536503	0	specific
264	3.7998353119467065	1.0584439929185665	0	specific
265	3.1924105505943063	0.4040997132387131	0	specific
266	2.9003612858987537	2.132923684894317	0	specific
267	3.7128779940452743	-0.587143371526996	0	specific
268	1.075690979418738	-2.0601410603563095	0	specific
269	6.302533056911091	4.690952015290636	0	specific
270	3.4442458971168253	0.5901900962717476	0	specific
271	5.173281950142414	3.853204543791174	0	specific
272	2.904166265148298	-0.598103206892997	0	specific
273	4.9757931029319975	1.7025726141849198	0	specific
274	0.09824811521645682	0.12488597545758212	0.5485	specific
275	5.320508797445757	3.6530818235883418	0	specific
276	0.036556511524503676	-1.6027809400089406	0	specific
277	3.8383183634758136	1.0068441750048485	0	specific
278	-0.7642407886591274	-2.4046146527742254	0	specific
279	3.889940528186586	2.401580816313256	0	specific
280	-0.2333253746932289	-1.310974236418768	0	specific
281	4.143075869272181	-0.17012791401250768	0	specific
282	3.7922028886302392	3.289622068312133	0	specific
283	3.349697730341054	1.4748320554011063	0	specific
284	5.9406784846285365	4.049272085399529	0	specific
285	5.534632201436878	3.447994523305802	0	specific
286	2.1310559745503515	1.8685060619850002	0.0125	specific
287	4.974812330782792	3.289317951468151	0	specific
288	1.151622133710181	0.8773058316955766	0.0525	specific
289	8.262760838231351	5.23452074822692	0	specific
290	1.1416687203226519	0.056034586383877746	0	specific
291	3.0935610082974403	1.2150556137039699	0	specific
292	1.236190371634392	0.3764423307070496	0	specific
293	3.276503179687582	2.408559325770651	0	specific
294	4.508294584381554	4.1302364466933	0	specific
295	1.6821326887027914	-0.6273034958033463	0	specific
296	5.517944953250858	2.6471779206949684	0	specific
297	8.101050154967538	7.8465738021744755	5e-4	specific
298	2.4602369046153294	1.1840228356034403	0	specific
299	4.244404765145206	2.1015821883595436	0	specific
300	-0.1382213809348869	-2.181777630460395	0	specific
1	2.4552295520807266	2.5518061557871077	0.762	marginal
2	2.5220744204814247	1.5804149621060546	0	marginal
3	3.2352242011715493	1.886102478455155	0	marginal
4	1.5020248365020792	0.7649632895948097	0	marginal
5	1.1434121496257588	-0.023268897256453598	0	marginal
6	6.512849822848303	4.634592974341378	0	marginal
7	1.523344187937513	1.796984134896363	0.9515	marginal
8	2.5655792506141077	0.680746545934684	0	marginal
9	8.009780428754619	6.341637300877956	0	marginal
10	7.01951293912308	5.541001723689728	0	marginal
11	5.983879541506402	5.973921347268865	0.4525	marginal
12	0.8283740562593402	0.6924316277844612	0.2825	marginal
13	3.8322668278716048	2.0744997286916833	0	marginal
14	0.7814293544418337	0.10975733100286283	0.0045	marginal
15	6.8465050072053835	5.957204711069372	0	marginal
16	1.1984764491239699	0.33457709242545963	0	marginal
17	5.1438033021331755	3.3964086445305197	0	marginal
18	1.5885991779308157	1.8594292665902092	0.951	marginal
19	4.678191318183542	2.597756620173655	0	marginal
20	2.294042679707223	2.5195347344165016	0.956	marginal
21	5.063239087742502	4.377960286473963	0	marginal
22	3.3814668614322216	3.1822047917185463	0.043	marginal
23	1.2458397853114256	-0.3879875081281108	0	marginal
24	2.528268860695399	2.0491000754491813	0	marginal
25	1.511958731680139	1.6600809539366332	0.824	marginal
26	2.653528070419574	0.5293797647562866	0	marginal
27	5.173823942427646	3.027683457078624	0	marginal
28	0.5226686944357459	-0.09181894234773205	0.0135	marginal
29	-0.3220372661471805	-1.5749794565237507	0.007	marginal
30	2.7968199063084813	1.5908803361983828	0	marginal
31	6.556422603318698	6.113944224836935	0	marginal
32	-1.2541956879656768	-1.0720035697332384	0.6395	marginal
33	2.586822923749216	2.4123795869524183	0.084	marginal
34	1.3206934498342537	0.6126762360199907	0	marginal
35	2.430587221237218	1.6499382307633614	0	marginal
36	6.101913448476019	5.3670948558395395	0	marginal
37	5.442712043275153	3.4789149072636922	0	marginal
38	5.82301393150663	4.921109436825915	0	marginal
39	4.459351698696006	2.0987169035013022	0	marginal
40	5.367669890122098	3.1789129011124064	0	marginal
41	3.754744547402501	2.3922110343392964	0	marginal
42	5.65508439323839	3.694555572445768	0	marginal
43	5.65966755236974	4.105987556470071	0	marginal
44	4.14085454142111	3.2939526860239754	0	marginal
45	5.271858258902902	5.432528411095432	0.9315	marginal
46	2.7256454527915794	1.217269310019899	0	marginal
47	4.277137801849537	3.67711859240217	0	marginal
48	7.249926117549548	4.864882590705477	0	marginal
49	5.693392741949312	3.9551177400394266	0	marginal
50	6.708969785493585	4.890109171779525	0	marginal
51	5.7121058471096084	5.036515683747326	0	marginal
52	2.8551379455862147	1.3996978817391388	0	marginal
53	2.3334288993376187	2.1635963420641438	0.1165	marginal
54	5.424650896088945	3.4248510959071785	0	marginal
55	4.410781507268778	2.776961906321378	0	marginal
56	6.093062094365374	5.664416494474711	0	marginal
57	4.642346912966702	2.1125247158123477	0	marginal
58	-1.2575967733694953	-1.9237552758894383	0.1325	marginal
59	7.02970823342819	5.225875944954475	0	marginal
60	7.445908650867534	5.175926861357881	0	marginal
61	1.6878342520987006	1.8987442723969155	0.907	marginal
62	3.8799894422522696	2.050293606433843	0	marginal
63	4.870973937879624	3.3725818221038715	0	marginal
64	5.208152401505404	3.680445201666391	0	marginal
65	1.803288054665591	-0.10036562390493152	0	marginal
66	2.530040685875073	1.994868404438038	0	marginal
67	1.8805459881005757	-0.9853125058484132	0	marginal
68	2.1145149894055857	2.2112915526347	0.75	marginal
69	1.8990081092619782	0.392974572490027	0	marginal
70	0.8329883372534252	0.5517348855512956	0.106	marginal
71	1.6158628232720273	0.37279984580366154	0	marginal
72	3.9413249689890684	1.9606136842942816	0	marginal
73	4.5511372953889895	3.0031673846378286	0	marginal
74	1.2422181043823564	-2.6675112300795067	0	marginal
75	8.108224552237168	7.884541609960609	0.0225	marginal
76	1.8094068775117194	0.41129810706001946	0	marginal
77	5.0433175334630835	4.953817716668719	0.219	marginal
78	1.1862322339275215	-1.376302262212291	0	marginal
79	3.561461359485273	1.8427152828233644	0	marginal
80	4.953758135393276	4.472482714495979	0	marginal
81	3.060595207068225	2.6605569043989483	5e-4	marginal
82	1.9335417875900895	0.6903458196902454	0	marginal
83	2.188944750457594	0.9434408477551458	0	marginal
84	0.3450918233721447	-0.21437671453769586	0.0305	marginal
85	5.290700285842984	4.171965623830726	0	marginal
86	4.9696167293135485	3.57859027942798	0	marginal
87	2.251869997079141	0.916659265515158	0	marginal
88	3.6766751079702433	4.801628709963188	1	marginal
89	4.807048367710844	4.932550600400383	0.879	marginal
90	5.750449232985973	5.245873116502295	0	marginal
91	2.0702134714074405	0.5016012843257803	0	marginal
92	5.244001339974275	3.3497489679014354	0	marginal
93	2.0686126260322926	1.220511000522189	0	marginal
94	7.642727555651873	4.9149463039648555	0	marginal
95	5.79012975858273	4.137448269592169	0	marginal
96	6.884114575254077	7.026064165244337	0.9155	marginal
97	2.5046318296843073	1.3119293461337564	0	marginal
98	10.57689998355779	9.943691153347483	0	marginal
99	5.398647005741825	4.958464202089094	0	marginal
100	3.2807569474387637	0.985386973771651	0	marginal
101	2.138276716323168	1.6834430424668139	0	marginal
102	2.7154407287255333	1.2770372087810964	0	marginal
103	0.8633677203167693	0.47497893151476434	0.0385	marginal
104	4.7152903774020345	3.28811581852781	0	marginal
105	-0.34646335110057547	0.5986486985328633	0.9995	marginal
106	0.7848435812677164	0.21727552484230722	0.006	marginal
107	5.244515968697524	4.430525270057167	0	marginal
108	2.3804378386500016	1.6831259888070447	0	marginal
109	-0.9943660147239431	-0.81746116621	0.647	marginal
110	6.737974897874335	5.7873780809273025	0	marginal
111	3.6920034935454145	2.025891718541705	0	marginal
112	4.241803653985551	1.9238352258156919	0	marginal
113	6.447592105682045	5.100435873621862	0	marginal
114	3.102330230245988	1.8557561239316198	0	marginal
115	1.984302725543075	1.3129394251403612	0	marginal
116	1.575755816317399	1.9990275143534304	0.997	marginal
117	3.5563327097747726	3.3426929956095117	0.0305	marginal
118	2.266178707206506	1.789831507440745	0	marginal
119	7.076095916230527	6.323669129563719	0	marginal
120	5.631744494733999	3.3950324774743006	0	marginal
121	1.1801651185476065	0.05031816641846875	0	marginal
122	2.8098009386700946	0.9381147425498293	0	marginal
123	3.2325089625150385	2.183134167630458	0	marginal
124	8.440996204923398	6.962768815057675	0	marginal
125	5.873481914120148	2.464997415759914	0	marginal
126	2.295451652388696	0.7773743154800531	0	marginal
127	1.942131605004775	-0.19086235620510186	0	marginal
128	5.726400042133163	4.684163532994873	0	marginal
129	3.342317212443904	1.508332083545164	0	marginal
130	-0.0652274474333007	-0.8286112771658323	0.023	marginal
131	2.077964323240873	0.43405184529203844	0	marginal
132	6.715384729139313	6.788326910696259	0.752	marginal
133	6.129937293936955	4.568008068669424	0	marginal
134	5.385839326541629	3.94735526897015	0	marginal
135	2.9919310284849825	1.0543887861187988	0	marginal
136	0.1187886096291895	-0.34196494610363687	0.0805	marginal
137	4.002047425075032	2.096020658824873	0	marginal
138	6.244257210889655	4.573666533319377	0	marginal
139	4.20403495540206	3.5894805490508364	0	marginal
140	4.33638464103613	3.4738796945751176	0	marginal
141	0.8646234705703084	-0.7470921398544514	0	marginal
142	4.394453876065139	4.109136654382604	0.007	marginal
143	4.703073198684271	4.025199644594695	0	marginal
144	6.975094455680518	6.698463797652275	0.0035	marginal
145	4.73155136822751	5.360157834994852	1	marginal
146	4.798861169141018	3.135101402968883	0	marginal
147	5.982632719680275	4.179242879297511	0	marginal
148	4.935847665307832	4.580490880476663	5e-4	marginal
149	6.735095936436048	6.246476590447161	0	marginal
150	3.9448870280352426	2.0361293492475294	0	marginal
151	-0.19213882188600012	-0.12249050926546394	0.591	marginal
152	2.6638562094539884	2.919942758419542	0.972	marginal
153	4.471625361772038	2.446408805704997	0	marginal
154	2.8332253384246977	1.0460798063913408	0	marginal
155	7.920272100957396	5.977786345448207	0	marginal
156	3.3749558285226122	2.0290486287884146	0	marginal
157	2.3520554918252397	2.5852588196010204	0.9605	marginal
158	2.29834869551165	2.806682121405654	1	marginal
159	0.7522386428372959	-0.4984236730589652	0	marginal
160	5.654847171488427	3.947536799388014	0	marginal
161	9.076713971429763	8.157100313823728	0	marginal
162	2.9847926646661747	1.3253496567201926	0	marginal
163	5.875396939994435	4.971418650706164	0	marginal
164	7.25547015337996	6.032646935218314	0	marginal
165	3.4200214684995203	3.064044455345474	0.001	marginal
166	5.518154046305787	3.741128118448679	0	marginal
167	0.4905975770603227	0.5081079900348773	0.533	marginal
168	5.63554849679752	3.2350051357156606	0	marginal
169	5.4782336107505305	6.192495210873878	1	marginal
170	-0.9248098952330219	-1.2812169633666546	0.221	marginal
171	2.8678328933258985	2.07819172082176	0	marginal
172	4.186287834520925	3.7600235269325113	0	marginal
173	2.5757241015381904	1.9935187027642263	0	marginal
174	3.2052994241246915	0.8639070711192214	0	marginal
175	1.2738991667436768	0.11798905668885723	0	marginal
176	3.2397380163713283	2.2053939695082447	0	marginal
177	4.529879009826946	0.7828191247824897	0	marginal
178	-0.9524145471644938	-2.556619591563706	0.008	marginal
179	1.9049841535473395	-1.3838145868322735	0	marginal
180	3.8856790076498937	3.886481699143152	0.509	marginal
181	3.416600501885159	2.4028325406022835	0	marginal
182	7.998810318253788	6.182684998621978	0	marginal
183	3.4459383014724327	2.44409705242989	0	marginal
184	4.9699921905257725	3.2619225411414465	0	marginal
185	6.312838914991782	7.056986830354024	1	marginal
186	1.2623476832239184	0.8153738633259242	0.0125	marginal
187	2.4930682059744225	0.6727486564941996	0	marginal
188	3.150780772207203	3.559137160318436	0.9995	marginal
189	2.58203226645281	1.0681358048455527	0	marginal
190	1.6113326226249138	-0.6435971259885115	0	marginal
191	0.9710930292006645	0.8219380033455461	0.239	marginal
192	4.2721803500713484	5.243907240299125	1	marginal
193	0.8485588358459013	1.2102991412575204	0.9705	marginal
194	-0.3860064919206063	-1.09003300480662	0.0485	marginal
195	3.232877982449491	0.9248517094645712	0	marginal
196	3.5520576512032793	2.9950677989287207	0	marginal
197	4.268841883114569	3.1424686221539266	0	marginal
198	6.576977359615697	4.489409637888553	0	marginal
199	3.7360086956165883	2.9076957031125312	0	marginal
200	5.022363980641638	4.095328735213931	0	marginal
201	-0.024130586865564116	-1.4819948307017068	0	marginal
202	1.901243209309683	0.648805063917002	0	marginal
203	8.277276157562678	6.891773033188189	0	marginal
204	6.395422340685002	5.771845529164688	0	marginal
205	5.392329874487608	4.445844407831822	0	marginal
206	5.388993010904967	3.247599156810935	0	marginal
207	3.404696199358286	1.788739923161973	0	marginal
208	3.869827892791297	4.211717954046444	0.998	marginal
209	7.697823846962777	6.1087804140730135	0	marginal
210	2.3336362058949613	2.214350154374859	0.1995	marginal
211	5.3976558943516615	4.471473701670855	0	marginal
212	4.920720373140985	3.1245115965733783	0	marginal
213	3.6991908327708076	3.0847565568422675	0	marginal
214	1.7122865842944104	-0.4507798329628506	0	marginal
215	5.449289728280549	3.4408483885326433	0	marginal
216	2.155292420948248	0.05826126828944081	0	marginal
217	3.375790311248848	1.3267668489176043	0	marginal
218	5.023377001919063	4.099526295529728	0	marginal
219	5.888668839521573	5.220081574011077	0	marginal
220	2.0633385629417837	1.6757583288969513	0.007	marginal
221	4.876426052816161	3.445882528406889	0	marginal
222	7.110194400740767	7.177467423936641	0.739	marginal
223	5.870263174112701	4.212700466200142	0	marginal
224	5.882489795029247	4.394929676528547	0	marginal
225	4.416177418343343	2.7131337440782737	0	marginal
226	3.4008439306120453	4.260312229637327	1	marginal
227	0.1093298709791907	-0.430964677444552	0.049	marginal
228	4.817312328927666	3.0380182579367987	0	marginal
229	5.1944361055478865	2.724903121987425	0	marginal
230	2.331741018811497	0.238642412008416	0	marginal
231	3.981754106075562	2.6505005655231604	0	marginal
232	3.04099548928715	0.2643037058188328	0	marginal
233	4.757806733024282	3.312793308919453	0	marginal
234	5.352746964133205	3.7824533033402874	0	marginal
235	4.823686924011118	4.942662988005884	0.8705	marginal
236	5.548195445655603	3.3129102191400976	0	marginal
237	4.028843400703398	1.5836174650635266	0	marginal
238	9.04184917296913	8.588666991833819	0	marginal
239	3.9149252058516013	1.4795730980750632	0	marginal
240	2.342470056280775	-0.31500734214347736	0	marginal
241	1.4749224837716546	0.46986495783446053	0	marginal
242	4.162984778906817	1.809259334966721	0	marginal
243	3.1606026427871337	3.7142928311470333	1	marginal
244	5.407220905354981	3.788391333195884	0	marginal
245	1.7651671912148161	1.155618851515864	0.002	marginal
246	8.0148084353132	6.867678048787136	0	marginal
247	6.209630608431704	5.347383527651083	0	marginal
248	4.065406603689015	2.03910839113693	0	marginal
249	5.317267912481538	2.328933088223856	0	marginal
250	2.1900408153408386	0.8706883550969575	0	marginal
251	5.011087586151443	4.8727738755603776	0.1155	marginal
252	5.677854610791336	6.056869176413256	0.9995	marginal
253	6.586134919058391	4.633223671860719	0	marginal
254	6.973314319492278	6.307614429261255	0	marginal
255	-0.3296358026393773	-0.8692837429135525	0.0995	marginal
