gene_name	sup_latent	pel_latent	pvalue
1	5.048908254411295	2.755713057728144	0
2	5.1168332468200415	3.4714772453479523	0
3	5.626360223020243	4.46430497458963	0
4	8.10514219126134	6.848144093942984	0
5	5.257189913351009	2.541584559041765	0
6	4.778319454981412	2.9286607913084746	0
7	5.579979271567483	3.023952748149794	0
8	2.3931439630134284	-0.1712664393411314	0
9	5.111828248664517	2.253238353779495	0
10	6.8345962263082924	4.9251153798061615	0
11	4.627240045511392	2.379968086575028	0
12	3.2377032281039764	1.2776732054622952	0
13	6.782656210767154	5.201920845862057	0
14	5.909442162319211	2.370811667133499	0
15	5.559510175966053	3.752816102512095	0
16	4.817416678690174	3.718546424912382	0
17	5.784880185363665	2.5102735949761312	0
18	7.435286272338316	4.635516795109223	0
19	6.156792442988076	3.333939033163056	0
20	3.6787395630717348	1.340336742377405	0
21	1.6524762753024458	0.8485949931405399	0
22	5.91561717183524	3.448903360159373	0
23	7.414783015729895	4.47294051322359	0
24	7.2818252866618485	4.417413773484903	0
25	7.2667457552446075	4.618518583624615	0
26	6.114413577554352	3.245847335604328	0
27	5.029880257670923	2.069280058731482	0
28	4.6089829468730645	2.34556280081826	0
29	5.261298031289524	3.4191048436367164	0
30	5.416818327757916	2.831381176270977	0
31	7.437552466619172	5.5630831054944725	0
32	5.507984866518669	3.8776647874356427	0
33	7.615692999743556	7.179961911619106	0.013
34	0.27111450724855457	-1.7910474666391463	0
35	7.4530877425057085	4.469970770123764	0
36	4.400873654909012	3.23822893383668	0
37	7.238062636313927	4.152060835035998	0
38	8.139925904688262	5.4921126323403335	0
39	6.5507082105618775	4.77216163759976	0
40	6.657396618509416	4.223249548364867	0
41	7.1592534928837654	4.697747802377576	0
42	6.648376275926852	6.064259661173607	0.001
43	3.450486380877078	1.9736486873296017	0
44	5.711071456769907	3.4328505570809478	0
45	4.689729404265024	3.694497992902508	0
46	0.622412345138606	-0.3696225868303378	0
47	3.4812480482578665	4.648272419085384	1
48	6.496271843593627	3.621956388342517	0
49	1.737993628203356	1.7485101177814584	0.5155
50	5.468178210991697	3.3163124095910126	0
51	6.382596233182319	4.010517680987682	0
52	6.5788122615922155	4.421263411056697	0
53	5.235772891255942	2.201134065279692	0
54	4.375128965239827	3.3316849851308428	0
55	6.212560544507589	5.575414403756843	5e-4
56	5.283832240649034	2.4813445977239077	0
57	8.57927684021801	5.322130645240267	0
58	6.022424214184868	3.2364035694604043	0
59	6.256612686374848	3.0505589783001557	0
60	6.267835777697757	3.586478348117105	0
61	4.815101260490102	1.9110853423478067	0
62	6.554327296352861	4.724233391266257	0
63	4.708329374695742	2.4065810123512668	0
64	4.901966495957822	2.302913214123942	0
65	4.510535079405733	2.644840062542692	0
66	6.427025315268061	3.4102445812932993	0
67	5.326653664965985	5.413673252876762	0.681
68	4.98396896704441	3.3104699660574886	0
69	8.530134612589585	7.7172148756412655	0
70	5.643292975448139	4.0336204244018035	0
71	5.582087016778002	5.539217418928203	0.3965
72	2.1587626280405	-1.2600722537529174	0
73	4.637924264694394	2.6266289095038164	0
74	7.183608141317933	4.774157844818527	0
75	4.519104308149799	3.022688379270993	0
76	3.75619300371142	2.864548722689821	0
77	6.023495893727997	4.458314484423482	0
78	5.579240000273002	2.6840192690424924	0
79	5.85251941794454	3.6235723950375345	0
80	5.9738673367711685	4.418609389777837	0
81	7.927964391191656	5.915097311029008	0
82	5.539549687952043	2.9463647978495215	0
83	7.696473554318244	5.676267722429687	0
84	5.456344581054872	4.1703288364186255	0
85	5.33256874012055	3.784894566931862	0
86	6.1323778951262415	3.899819068683768	0
87	6.180761000978103	2.907731810804047	0
88	1.9511948114323654	-0.26696610630647555	0
89	5.747122304922556	2.4411846384023095	0
90	4.866058383532552	3.8236894407136943	0
91	5.390891599040076	5.776591006276349	0.9725
