gene_name	sup_latent	pel_latent	pvalue
128	4.448272357920963	6.315949298737639	1
129	2.8497360771030404	4.045203138212786	1
130	5.033350788253604	6.314471716008683	1
131	4.196279455933832	5.475027909768427	1
132	4.867442006897981	5.960092555983893	1
133	4.451549694741309	6.014815860090387	1
134	5.332868272779214	6.074180497138709	1
135	3.398724728961957	5.174275297965863	1
136	2.8901437510887145	4.485355694372203	1
137	1.511266314486755	2.7079409389535227	1
138	3.743486527145655	4.181931062587683	0.984
139	3.5230349949272632	4.658934998499659	1
140	2.728201872477473	4.292389341770972	1
141	4.428563298670742	3.9434279881791667	0.0055
142	6.278267486885498	7.112928433557801	1
143	4.92708964597529	6.776429176037921	1
144	3.816079378281265	4.711024119005807	1
145	2.2931437336591847	1.0994665004203164	0
146	2.1715893488220583	2.980204609520929	1
147	2.744471521293729	2.774468395950369	0.547
148	2.4893049252546913	3.1001801855546387	0.998
149	5.812349221108464	6.901969842319507	1
150	5.934921438277845	6.729081551121532	1
151	3.634647609510808	5.145491704444648	1
152	0.893850654425735	1.4490009429841917	0.9905
153	3.5184330750403716	5.125609131585932	1
154	3.0095782560565016	3.7972792029862896	1
155	4.716042958538724	5.201144093431445	0.9945
156	6.32180387243972	6.650096330310034	0.9625
157	2.3293604237622976	2.8660062531450192	0.9975
158	4.919251056428422	6.358352109037954	1
159	5.4099388617998585	5.853785244436757	0.99
160	3.822523135751083	5.0852777644803275	1
161	4.697813384260034	5.967245160341145	1
162	4.315868769347899	5.712106560174989	1
163	4.368994646033643	5.7969701969981795	1
164	7.062575337952884	8.151412901200963	1
165	5.21045233107091	5.9918265698521465	1
166	3.2183290091257404	4.4695872181613465	1
167	2.623241052354344	4.007955618227438	1
168	3.1247351697766903	3.3438026956278324	0.8695
169	7.063573992733133	8.366682747604754	1
170	-0.4168412242053442	0.10423588609623899	0.943
171	2.2365677180974197	4.186522930356595	1
172	4.525219970569674	5.941446801535662	1
173	5.392120636780742	5.700256884029643	0.9505
174	5.959680987354599	7.080217440563034	1
175	3.111281475068309	2.654943305709061	0.0075
176	4.193085267230577	4.96243328147085	0.9995
177	4.216052002237192	6.116429578967834	1
178	6.839106226855478	8.893818496198616	1
179	4.854515752465144	5.345020137862325	0.994
180	2.847161908914825	4.988722119914985	1
181	1.3588639826367048	3.604910131754298	1
182	1.0396728534945372	3.056161459463481	1
183	3.978661670810257	4.960338299560437	1
184	6.327276624585957	6.72248309215325	0.982
185	4.015543964882022	5.534882130392466	1
186	3.585831388490661	3.059917871141725	0.0015
187	3.1163932388062876	2.770478549357467	0.0345
188	5.982699701498042	7.033297243729184	1
189	5.647804790181599	4.790652293337523	0
190	3.1692497467819813	4.157310048503298	1
191	2.3312395583079173	1.6156946321730006	0.001
192	1.9488210446081036	1.0485332709536217	0
193	-0.1349301665283878	1.3700755549997101	1
194	5.0690510737523224	6.108141738128284	1
195	4.214600089312018	3.5143771408230435	0
196	2.922757065918989	3.6331504681547084	0.999
197	1.845834904644382	2.1391368287841526	0.9205
198	0.42789225038225354	0.20758285805032423	0.2295
199	-0.3888498108711178	0.1714472924712886	0.9635
200	6.215769810309326	6.87671887250109	1
201	6.292687547877389	5.623830890967405	0
202	4.957376482290943	6.498677843031606	1
203	1.7184973723923456	2.866019441961977	1
204	4.146534901978068	5.0507194615536015	1
205	4.039799804852292	3.312327722752503	0
206	4.346013777790313	4.936010293132201	0.9995
207	3.9920683782351887	4.882709455392186	1
208	3.9171023324235272	5.168163503835634	1
209	4.022781609360689	3.8843163972797514	0.233
210	6.326427791752584	7.853406953112111	1
211	1.6611131387302693	2.5754647690685513	1
212	1.677253828500672	1.760813550334742	0.6545
213	4.3451128423567456	5.309609770477637	1
214	2.845126857228469	4.8313812989097755	1
215	0.49843648611584646	1.4805825083282456	0.9995
216	1.0889176402433343	2.4330334683031047	1
217	3.9333449048535307	3.6349533378335703	0.05
218	6.458779812974733	6.316171488380287	0.2125
219	4.165145980541825	5.37656189011712	1
220	2.1190335663091107	2.6133238291245737	0.9915
221	4.179269771968282	4.891845160249358	1
222	5.362935035678172	6.746840444984542	1
223	4.4035342913327415	5.0193462992696265	1
224	3.727322494056292	3.5290969285636047	0.154
225	2.901540483938565	1.7932859530171046	0
226	4.614990068391547	4.303453612987235	0.0485
227	4.116595815512374	5.2579181303982505	1
228	6.969619404370938	7.1543508197074415	0.84
229	5.928015269182284	4.8633374563188445	0
230	3.6623441485805444	5.700793023244962	1
231	2.2622689029765572	2.4963282265234623	0.8785
232	5.538085183367418	6.19949985795208	0.9995
233	3.8418726778913284	5.700690014296432	1
234	6.072334525170343	6.047736059573847	0.4425
235	3.5042764828619166	2.726486252967036	0
236	5.492616618448086	6.374459540042948	1
237	4.8402332918498105	5.173410057162093	0.969
238	5.4112608290137825	7.305971573533558	1
239	1.1875267614564313	0.9140667548147361	0.123
240	1.3757354532924426	2.903703233297647	1
241	5.045730429850404	5.329011864515757	0.942
242	3.007382257368209	4.481088500394123	1
243	3.922272471660752	4.528430892213578	0.999
244	1.0799260383851679	1.1720014224788708	0.6495
245	1.1099192026262072	1.4474595810719963	0.924
246	5.3995491045537065	6.771039535996739	1
247	2.114578758037675	3.3450954966097024	1
248	2.403314235463988	1.4912036881384587	0
249	4.555487681678246	3.2104003016348095	0
250	6.843335576107378	5.682939877643978	0
251	3.0414600259481723	5.056097920779404	1
252	5.772809435219619	6.153365359864608	0.979
253	3.1357426600689875	3.9089103115361645	0.9995
254	4.507938978521763	5.57567489960343	1
255	4.4899466767143625	4.554331806651714	0.6265
256	0.21981175788708454	1.15982578537347	1
257	6.539021311483346	6.571670658522514	0.5635
258	3.1248184140568664	3.2300323053891056	0.7085
259	4.3898357460075	5.228863711447308	1
260	-0.24130440860758878	0.3860674093038534	0.9775
261	5.203617535561969	6.0828726763440635	1
262	4.75511281147725	5.336924572185733	0.998
263	4.580504742468717	5.613513719481338	1
264	5.876188130304474	8.339590086324144	1
265	4.749129028807142	5.384100046696812	0.999
266	-0.05640238610478837	0.3011122402323674	0.889
267	5.332974225839649	6.145894131595744	1
268	3.351041650826478	3.735019946668032	0.9725
269	6.261033781966393	8.671506089216049	1
270	4.837373551781491	5.8978993828924136	1
271	3.1192527885687475	4.372487236624297	1
272	2.402624107107205	3.5812770960183826	1
273	2.388657072246631	3.6997336117383903	1
274	4.838563674148648	6.611568646104487	1
275	5.1148648472010905	5.4520753724328666	0.9695
276	4.686319808512918	5.506986606869412	1
277	3.901062705913895	4.860400943014108	1
278	1.8771006173589666	2.846401753258564	1
279	1.8775576322366265	1.722817555321305	0.2205
280	1.7347536769572698	2.982054882548642	1
281	3.560783317363955	5.116497506113975	1
282	4.454578140308341	4.956332799232877	0.992
283	2.1276328307791426	2.8525269453245334	1
284	4.223477627183211	5.626651517633948	1
285	3.4989332574022267	4.261383347853615	1
286	1.651452991892941	0.4832021799678129	0
287	4.193175928723532	5.072488358110884	1
288	6.4002920580286435	8.511349157323359	1
289	5.976210679600248	5.800017407427644	0.18
290	3.524585823460937	4.964433694570607	1
291	-0.2995617318732296	0.5920818813467036	0.999
292	5.303943672656041	5.576087018451239	0.9195
293	3.1371918896575086	4.528647484656766	1
294	4.746827972892007	6.0482444062456455	1
295	5.681596625121243	5.780862103255899	0.715
296	3.8844098848046045	4.986941995869846	1
297	6.621292468402833	6.868411123303279	0.9
298	4.667980864101345	5.001288798390594	0.9695
299	3.7658348261787893	5.420679843479855	1
300	3.1872879157111838	4.914678072984412	1
301	0.8224463493647551	1.9794771236613335	1
302	4.967961170916745	5.255949583391774	0.923
303	2.635572605419291	4.134031341187255	1
304	3.8292983126962405	4.560011556710885	1
305	1.7294981448498605	1.802779989591583	0.6235
306	6.3147204856624475	5.5212657698757	0
307	4.837782629448911	5.243920246751924	0.9825
308	1.3819516859110847	1.7279163178569594	0.9465
309	2.1147828913228723	1.9052274031484677	0.1485
310	3.9954160053506893	4.377464583377409	0.973
311	5.516405533887401	5.793896555834557	0.9205
312	6.773309776903901	5.451473862644314	0
313	2.5070755059017547	4.267534400640676	1
314	6.1009152839914425	5.94575353609793	0.213
315	4.743187561834031	4.962187231877161	0.885
316	2.448914760803831	3.824498995620911	1
317	3.698528637491478	3.7468662474042054	0.5905
318	4.308606060642218	5.700453350903121	1
319	4.66263267152946	4.734239479921845	0.64
320	3.997209815313357	5.368591115728518	1
321	4.827041448710754	5.2353607027819855	0.987
322	6.0127521029264805	6.634236370583965	1
323	4.774947329500069	6.871145067798399	1
324	0.41364676304244197	0.8230654452476737	0.948
325	0.22408648117464036	1.9593402365876962	1
326	3.3754955659018058	3.5420484460539967	0.8025
327	4.418436483560491	5.658193919104204	1
328	2.8882482867296053	3.3703982402019625	0.993
329	4.782036855361715	5.72900905248159	1
330	3.4188607031374145	4.905119980673581	1
331	1.3006482933491172	1.5984697632881404	0.912
332	2.0905550425804167	0.6811758357293354	0
333	4.7061291216639205	4.663262692966269	0.427
334	2.9315645683566403	4.22907740315734	1
335	4.58801857685107	6.0946371399270305	1
336	6.788608420367764	6.53629338398947	0.0885
337	2.3580128421308526	2.933997742458825	0.9985
338	1.1817708652327965	3.65923067749768	1
339	0.6333115180969333	0.9754594020113936	0.91
340	6.35569962042317	5.145612290698127	0
341	3.2713181794558306	3.6881624571077336	0.9895
342	4.952717882567326	5.161959888056407	0.8685
343	4.679678257182189	5.703962107517645	1
344	3.8077993921477242	3.2899389223975186	0.0025
345	4.07239344206495	5.489224942397033	1
346	6.487271969490417	7.1600080062622995	0.9995
347	3.150596086645348	4.405850867137627	1
348	4.5469273169190885	4.956256213082732	0.9855
349	2.805283346661745	2.6892741367716724	0.275
350	3.717084827780238	6.520021265757348	1
351	4.745189424461345	5.316662013195559	0.999
352	1.2468734090267033	3.3873920785682627	1
353	3.834195074597861	5.214925357915515	1
354	2.5887424443174964	1.7849745920726372	0
355	0.2686909433096886	-0.18745492590487206	0.0645
356	2.381386121895389	4.282879887231534	1
357	1.299140294103113	0.868655437273629	0.0305
358	5.126056340103837	5.78928582822845	0.9995
359	4.808697315688679	5.980026823415237	1
360	5.272704175294821	6.421529026244707	1
361	4.428563908073892	5.9148089752236945	1
362	6.144846818649705	6.461984846372905	0.9605
363	0.6485166222610022	0.5767824288653438	0.39
364	2.1390780564691863	3.735446445056828	1
365	4.441873862889199	5.018834359583003	0.999
366	1.6121747972206428	3.0778039926464307	1
367	-0.3924600076782201	1.222919833604103	1
368	2.2699819209135885	4.494881118578089	1
369	3.337745520869552	3.7700270217042338	0.9895
370	3.511304580139259	5.0769712152830095	1
371	5.4407348783556095	5.782660391134263	0.956
372	0.5116355110007882	1.702850962647946	1
373	4.512946974978969	4.628954148323489	0.725
374	3.2622255335528907	3.9363276330523753	0.9985
375	2.3274630450156177	0.41647226345271804	0
376	5.048610590928611	5.9847351588167506	1
377	1.3033049940349108	2.0113028229318513	1
378	5.083707731393179	3.36139241632808	0
379	2.613748323498367	4.0636317127835815	1
380	6.006602775302751	4.936478168532509	0
381	0.9868253546884868	1.8349029295843988	1
382	1.1655023342106907	2.4578295018792	1
383	0.7496456080985334	0.9666418556156214	0.7935
384	3.3604229364755547	3.703977299817568	0.9695
385	4.432487306696977	5.738784923048446	1
386	4.145326465537876	3.1746485265734457	0
387	5.426509979280572	5.915860255006944	0.997
388	0.801082780729303	2.2305059947883565	1
389	1.8788302170354794	1.2853394459052772	0.003
390	0.24018802190241156	0.11890228272085787	0.339
391	1.273937663611183	0.7531582463501556	0.0205
392	1.9404726809014199	1.8294873036943762	0.308
393	5.371177206909069	6.9706643029608015	1
394	0.9895212877372084	2.5608163920196914	1
395	3.5159986736758775	1.619827475067675	0
396	4.286250047314255	3.9259946639024674	0.0245
397	2.1848461221761064	4.330297922984417	1
398	1.0029644930485775	0.06485970734255961	5e-4
399	1.9884804786338188	-0.19021324808068837	0
400	0.4759708585504642	-0.40267556588355713	0.0035
401	-0.2540717134822885	-0.1607165957686622	0.6125
402	1.67921810122487	0.8622732830780363	5e-4
403	3.3910993436160872	1.971530254473701	0
404	-0.4779113291335906	-0.622206616312126	0.351
405	-0.28481013799174015	0.03758723285478633	0.814
406	0.2719498772689959	2.5911636182283786	1
407	4.42781392202321	4.875968838071733	0.993
408	3.4596224965966904	4.439382161938508	1
409	2.0649809166285493	3.145759645715544	1
410	5.1542366970749915	5.038757873774232	0.2685
411	3.032166328979973	3.9166655493301796	1
412	2.081535031808266	2.582743760938529	0.9955
413	0.43815245330492314	-0.04059064727391595	0.053
414	1.3175784853316226	3.883007541694932	1
415	1.2661458332511972	1.0901206309375036	0.236
416	1.0032902492649693	0.20777602391275118	0.0015
417	4.968847248893616	3.4452413659925316	0
418	-0.23239386915254556	2.081202743908226	1
419	2.2757478714084405	1.176511429476197	0
420	5.376345942206527	4.557010289834132	0
421	4.707867348434439	6.799646039227282	1
422	5.311135695609885	5.600222022921157	0.926
423	3.318422071363748	3.742844391691319	0.9915
424	-0.08135220948629059	0.3916227767982325	0.9385
425	-0.447247888671962	0.6861609946940809	1
426	0.6823466863631551	1.1028452890273095	0.96
427	0.1774270220827778	-0.25296911320997345	0.0905
428	-0.27242772656729397	0.767558836077804	1
429	0.5104103465122904	1.6278896953033677	1
430	2.5537855912266285	0.8113839814134998	0
431	-0.48066234950931175	0.09393204565013419	0.953
432	4.620105767263492	3.8411615947761195	0
433	2.6699799290267805	4.017415108906551	1
434	1.9107727331602862	-0.6762538477064942	0
435	1.0147073114072074	1.1566351807842268	0.716
436	2.1663889866642156	3.814919475683402	1
437	3.8722081473311656	3.682579313854952	0.169
438	3.7017785385820017	4.0959541097233725	0.9855
439	-0.8086075546416347	-0.06579539355098651	0.981
440	2.54990029416237	1.7137685440149175	0
441	-0.15066276960288622	-0.33285220419576667	0.3075
442	2.830345649613659	1.5135123368913965	0
443	0.5013746129963542	2.1555024031962144	1
444	0.7799263644141832	2.047506982416034	1
445	0.7048822037983873	-0.08990492747009131	0.0025
446	2.0501454359384184	3.212767545062774	1
447	1.5485833639023048	0.7202339563771507	0.001
448	2.2025968035044663	3.5346944750621923	1
449	3.1818347664669075	3.70304563738106	0.9955
450	1.9535010446212344	1.493992349647091	0.0235
451	4.057239368964516	5.116805218507106	1
452	2.0914000885205533	2.062250671749063	0.4535
453	0.20235273388885294	1.274522636229269	1
454	1.1513053598881633	1.852767041240068	1
455	6.4450791473943365	6.565885626373911	0.739
456	4.051588583186305	5.217359534098479	1
457	4.0444535192079885	5.771745132551205	1
458	1.1994113980655663	-0.33951760852315527	0
459	1.5821212124515713	1.9144491374130226	0.9435
460	1.5896854627106276	0.9189726292158897	0.001
461	2.0711679564316245	2.107635029724271	0.553
462	3.3551864039580224	5.17731620950792	1
463	1.8804916196999892	4.026718537758988	1
464	1.014390793948777	0.17828545987241629	0
465	4.213633905229164	5.191861458080393	1
466	1.688376730659942	0.683461043788921	0
467	2.434312171910891	3.6289512406491364	1
468	-0.23347835380447804	0.4598060465122858	0.987
469	-0.23955782669314624	0.7521382874436475	0.9995
470	1.822855163979157	2.1776746763037798	0.9565
471	3.2628681905112655	3.375718810429498	0.7215
472	1.7119606014439288	1.509691915814307	0.1635
473	-0.3072951098428426	0.5713956495092032	0.9985
474	4.498437854009015	6.007066164811592	1
475	4.44334423069459	2.638413878868181	0
476	1.2293697572210391	0.487327274937692	0.0015
477	3.635876806548054	3.4623159407988497	0.174
478	2.990864833306412	2.770996448173674	0.122
479	2.908616177312526	2.709775321315857	0.144
480	3.4649020759805453	2.8487916314409345	0.001
481	5.605366025857979	6.686823550831763	1
482	0.8211730294816908	-0.0706571260907406	0.0015
483	0.6154523749609317	1.3168366570257062	0.9975
484	3.6296721224517206	2.375477721937857	0
485	0.7540082778774575	1.1974110164996832	0.9605
486	1.9758176353061092	2.440264625011782	0.9835
487	3.389806488566915	3.2931544330609372	0.305
488	3.271919518842284	2.5230195027123425	0
489	1.579222889999632	1.496219642344228	0.381
490	1.7029141574763305	1.8928044050368937	0.811
491	7.628176911580234	5.615713544589353	0
492	-0.16765140885876528	0.08681507318899725	0.797
493	0.4545795954492622	1.9755363219668218	1
494	-0.4401993933769458	0.3113289731643518	0.991
495	6.554570723722868	6.540786016701205	0.4785
496	6.288527986403871	6.773853111259827	0.9965
497	1.178832212564939	1.8423186836626728	0.997
498	0.96028383658922	1.8467975875520208	0.9995
499	1.684468901412901	2.1289071452027444	0.974
500	0.41291891125294433	1.1183996161253922	0.994
