gene_name	baseMean	log2FoldChange	padj
ENSG00000005812.10	1518.759289739319	-0.8934209616650782	2.2030180969681668e-4
ENSG00000005844.17	17599.97063332292	-0.15898849275555138	0.5263127878347863
ENSG00000005882.11	2824.4088760344225	0.9116217646981982	9.804999875086731e-5
ENSG00000005884.17	2122.3902116895365	0.5256900155043258	0.024551773136363732
ENSG00000005889.15	3221.9451985564365	-0.3984833985320358	0.11396768493736102
ENSG00000005893.15	2421.1943252235064	-1.8893071369780845	4.132589755406153e-16
ENSG00000005981.12	47.91828027573018	-0.36498402782092804	0.5697902447001206
ENSG00000006007.11	1598.5586890003242	-1.9895549764868135	4.403113876525982e-18
ENSG00000006015.17	1848.7734468169617	1.2592663347932345	5.966382369813492e-5
ENSG00000006025.11	10289.545662806844	3.3745209928140074	1.328619106264472e-41
ENSG00000006062.15	3912.619438492171	-0.060581707031028303	0.8438209754431332
ENSG00000006118.14	568.8649884530604	2.83804680241981	5.859570027127705e-20
ENSG00000006125.17	18074.09692143381	-1.2531801901674378	5.0106629458162296e-8
ENSG00000006194.9	2032.1347776191508	0.11935738072571078	0.6634947025477603
ENSG00000006210.6	282.8468414898603	-0.292946877376481	0.38693568944915036
ENSG00000006282.20	9963.470266309814	1.5853070678690393	3.294250023378948e-12
ENSG00000006283.17	32.56922219231888	1.918702922458663	0.006488366317751327
ENSG00000006327.13	91.15765382815268	0.799442678323211	0.08200050675733245
ENSG00000006432.15	1191.5257439032846	-0.0429523931459141	0.8840217206156544
ENSG00000006451.7	939.4132483165415	-1.2968827821506868	7.238900450984e-8
ENSG00000006453.13	3628.347334865288	-0.9994495930726253	9.738808319296712e-6
ENSG00000006459.10	261.2829377798897	1.231549201214857	5.7462414419924904e-5
ENSG00000006468.13	543.4219299545017	-0.20538859227472653	0.5116918363447301
ENSG00000006530.16	6832.196899739726	-0.3932237941252564	0.14306796481835746
ENSG00000006555.10	129.34499083870077	0.02896102653023169	0.9486485342346145
ENSG00000006576.16	3703.740458637815	0.716839857087121	0.0025661282694185465
ENSG00000006607.13	6208.905058683702	-0.3936165574544348	0.09376113238078956
ENSG00000006625.17	1117.0296064547983	-1.2832965065413728	1.1694791288322216e-6
ENSG00000006634.7	1140.5241466544353	0.30299619708166114	0.25864254289932453
ENSG00000006652.13	1721.6955648460212	0.9427257281675256	5.419516472274818e-5
ENSG00000006659.12	126.83501297000826	-1.6829788673005461	1.8430050018552267e-4
ENSG00000006695.10	2029.9485964370404	-1.4378559419990145	2.048976459270922e-9
ENSG00000006704.10	181.92308311394123	-0.3071178385883936	0.41703598904458095
ENSG00000006712.14	3512.399054647356	-0.39740868429730686	0.13961419922269738
ENSG00000006715.15	5648.393033878972	1.1074253581670734	4.458691339716118e-6
ENSG00000006740.16	81.60474730059354	0.09817347595793331	0.8525843334813633
ENSG00000006744.18	16385.50872735922	0.7798218789215199	0.0018471686182882016
ENSG00000006747.14	21.44593553546207	-0.15404505983562228	0.8732843168479953
ENSG00000006757.11	1002.2938674803902	-1.8808986488212025	3.955625484083626e-15
ENSG00000006831.9	4994.794085855857	-1.6313418229556518	2.2253362291710993e-13
ENSG00000006837.11	17.56946145990846	0.018556156762451745	0.986721076375775
ENSG00000007047.14	726.8790790088515	-0.12487080376284275	0.6861738686748314
ENSG00000007080.10	1922.4528670557638	-1.5029989952366376	7.091839874913199e-7
ENSG00000007129.17	176.38415060040964	-0.7975818344873171	0.02259082761852219
ENSG00000007168.12	5761.880854077565	-0.27055805805028293	0.29010878902099485
ENSG00000007174.17	37.82228679868168	-0.27044983131810935	0.700588359743249
ENSG00000007202.14	29632.46168372169	-0.39828535136301263	0.08277474355287903
ENSG00000007237.18	8000.99974319343	-0.9542650853247283	2.6217164369833238e-5
ENSG00000007255.10	1103.5832034631637	-1.4190960113997113	1.2519778315872605e-7
ENSG00000007264.14	305.8454003822088	-0.19982987753424616	0.5991661529775287
ENSG00000007312.12	7540.544637133428	-1.4573274398567606	3.989053406836579e-9
ENSG00000007314.12	122.71175872850291	0.6219423409325902	0.12228504137203652
ENSG00000007341.18	519.9807050889659	0.2716242193984987	0.34804318812147284
ENSG00000007376.7	2794.055632661606	0.6184271244300127	0.03830820927815241
ENSG00000007392.16	8248.948285349174	2.2481365939119744	4.6043871579691755e-21
ENSG00000007520.3	1818.8833563755702	-1.4539921752483496	2.799250040270769e-7
ENSG00000007541.16	2911.3619499319916	1.7236101508050428	5.333706836102699e-9
ENSG00000007545.15	2776.7174757599387	0.9547865984630256	0.001041994096227695
ENSG00000007923.15	5993.923233765046	0.7318128908113992	0.001937396176294106
ENSG00000007944.14	8902.746036741879	0.2108188137559335	0.41400839221480534
ENSG00000007968.6	1350.229043968592	-0.10101163374958257	0.7836464235748613
ENSG00000008018.8	15734.182249679552	-1.5243844467362146	7.858649722420771e-12
ENSG00000008056.13	23.321963066979013	-1.1433773321600225	0.18149326999827445
ENSG00000008083.13	7480.445033815461	0.33858845821025435	0.1473500423022272
ENSG00000008086.11	545.7566579976922	-0.20425003060359845	0.4997924867017704
ENSG00000008128.22	2619.87732300513	2.8967090050024265	9.32724545790869e-25
ENSG00000008130.15	11628.971947244701	0.5689613882329827	0.019689242718140407
ENSG00000008196.12	76.18827487890873	0.5700999100148954	0.2425008009043196
ENSG00000008256.15	5135.95839873995	0.5471399590552163	0.02126338636086693
ENSG00000008277.14	8575.481975275978	2.32166254401257	1.54399696303641e-27
ENSG00000008282.8	3089.4119954762214	-2.091502404587818	1.460367439621656e-17
ENSG00000008283.15	207.2073268293466	-1.2206612676580002	4.569700131644288e-4
ENSG00000008294.20	4868.937807235644	0.3347576651023533	0.22092224540372918
ENSG00000008300.16	2483.7921576303993	2.02453733722907	1.8823930864551852e-19
ENSG00000008311.14	1762.2950581299106	2.5816151028384313	3.767787601521657e-26
ENSG00000008323.15	296.3143471065773	-1.2850525923217861	1.9659409687214154e-4
ENSG00000008324.11	1415.3299351116557	-1.4791141100496825	5.225427619357517e-10
ENSG00000008382.15	839.4824189647305	-1.1284231551564763	1.6634590147406408e-4
ENSG00000008394.12	2046.1211069217627	-2.125254759753266	5.458871028050852e-18
ENSG00000008405.11	561.3972142643089	0.32551832729592317	0.25763899926749045
ENSG00000008441.16	91.65686351571648	0.7753090203522988	0.09735910712078441
ENSG00000008513.15	9554.473333651335	-0.5029356928807679	0.029863988244482966
ENSG00000008517.16	6540.288197025621	-0.5232987951507977	0.0864294765295103
ENSG00000008710.19	17447.844404764248	2.6676230021218195	4.990576154034371e-27
ENSG00000008838.19	10570.509281580808	0.3287477977638819	0.1551841547127422
ENSG00000008853.16	5959.048865885385	-0.43220513448631975	0.05676667533919934
ENSG00000008869.11	8196.436469662585	0.21705007950110752	0.3727485976414246
ENSG00000008952.16	1523.5443826853502	-0.8480135979173691	6.662778333589382e-4
ENSG00000008988.9	25750.458842319997	-1.9112499115471244	2.772722702057456e-19
ENSG00000009307.15	21093.142254156806	-1.1648657934021804	8.105460658382142e-7
ENSG00000009335.17	6894.641845160494	-1.3357335825058299	2.8708521927525393e-9
ENSG00000009413.15	6015.129980560461	0.25816842012977526	0.2916855464745941
ENSG00000009694.13	3593.4267592638944	2.263473402477617	3.838901206469662e-19
ENSG00000009780.15	245.7398854867325	-0.4740499178708162	0.15343416061916543
ENSG00000009790.14	13014.609870569828	1.2143137956566246	3.3024627756570507e-7
ENSG00000009830.11	3020.171058221923	2.065455548127396	8.507993786575662e-18
ENSG00000009844.15	3519.083358644858	-1.3908934070321204	2.1377551943321011e-10
ENSG00000009954.10	6463.077003056031	-0.6077846177118617	0.027297645951087517
ENSG00000010017.12	1493.6562075608877	-0.32321413996410203	0.2160307580155592
ENSG00000010072.15	605.586602042329	-0.3022707192145589	0.3058596048884901
ENSG00000010165.19	4629.039564564633	-1.3614128921497468	2.5481663876179925e-9
ENSG00000010219.13	1273.0369197940688	0.06419674959832547	0.8519113022610728
ENSG00000010244.18	33836.611618697076	-0.002370613098198931	0.993280631852737
ENSG00000010256.10	27116.787321209318	-0.7913691110508018	8.485146938893208e-4
ENSG00000010270.13	4273.740094818624	-0.7253842536340619	0.0025615706960847276
ENSG00000010278.13	840.4872944670163	-1.594067248436048	6.522108513490378e-9
ENSG00000010292.12	22728.737067645998	-1.8854667300342314	6.16446694397995e-16
ENSG00000010295.19	3001.8886643794003	1.9010795875484199	2.6080639219918874e-11
ENSG00000010310.8	4193.303035160697	2.5644483027594123	1.0300452979587698e-28
ENSG00000010318.20	526.4052131190188	0.5833701969500976	0.03559175191357044
ENSG00000010322.15	26385.32106437403	2.2473795183951504	1.0089405047082598e-23
ENSG00000010361.13	632.0425060422959	0.161141657597991	0.6273036860928629
ENSG00000010379.15	148.62210361150653	2.546843692521499	3.929229783126574e-11
ENSG00000010404.17	11882.005996775139	-1.781271536695528	7.937872383681832e-15
ENSG00000010539.11	601.6283126646097	-0.0168620767351755	0.9617636976165997
ENSG00000010610.9	33.52763028664255	-0.7304353434032512	0.2931608599216846
ENSG00000010626.14	253.59686073972168	-1.5485534509098888	2.043535173176345e-6
ENSG00000010671.15	5253.6486946293735	-0.4777081010609504	0.041931758305995256
ENSG00000010704.18	470.4431935770465	-0.33237980059380356	0.2551184168608011
ENSG00000010803.16	7991.7451857366505	1.8394775882754009	2.877806089712979e-14
ENSG00000010810.17	16716.424629257774	-0.405624203091005	0.07502365682328696
ENSG00000010818.9	7565.124117731505	0.12378131895936638	0.6622090556903404
ENSG00000011007.12	3570.7454293738692	-0.17682567907301247	0.4919800839121971
ENSG00000011009.10	5470.0685294833675	-0.42534696940825095	0.13145146600763635
ENSG00000011021.22	6860.2985770669475	1.371822955626929	1.2961336650568788e-9
ENSG00000011028.13	109.00928188102259	2.4572190445046225	9.696856370635366e-9
ENSG00000011052.21	1286.2602366033304	-2.9486749643009555	1.274692990235295e-29
ENSG00000011105.13	218.347632447289	-0.11164609081399544	0.7975674688774076
ENSG00000011114.14	2987.5509941322725	-0.39311655236211857	0.10527815687812814
ENSG00000011132.11	2611.8981677769834	0.8767131291416753	0.0014854755852886008
ENSG00000011143.16	1462.4104523460005	0.9186594989737855	9.302178299903265e-5
ENSG00000011198.9	1087.7890176082135	-0.7871466051944908	0.0011761125076318343
ENSG00000011201.11	576.2061891812876	0.019157313362176687	0.9573933025148649
ENSG00000011243.17	9246.047986372887	2.7078277394654346	2.0395377740798156e-26
ENSG00000011258.15	1813.3114232729167	0.7429695438938017	0.0025103116117857977
ENSG00000011260.13	1607.4488576457813	-0.39817945814697464	0.1607966068046571
ENSG00000011275.18	6950.732318111843	0.2858750341592528	0.24747961346324546
ENSG00000011295.15	627.5618617315636	0.17240401115851642	0.6234894176356239
ENSG00000011304.19	25879.658539258067	1.4612362940639751	2.99713388746963e-10
ENSG00000011332.19	136.05255862154098	-0.24591743545504316	0.6246154904947466
ENSG00000011376.10	6305.514688738154	-0.017617326662594943	0.9570038739836627
ENSG00000011405.13	3187.2648503024425	0.2907788220286358	0.30456058885170323
ENSG00000011422.11	474.2251475342769	-0.607102409743026	0.02893755495738495
ENSG00000011426.10	2145.1514006791936	1.1835630566580382	3.0178327622346215e-4
ENSG00000011451.19	2195.234937502928	1.4786975012005483	2.177043225942371e-7
ENSG00000011454.16	4506.241071889744	0.1275148475818562	0.6283043489322274
ENSG00000011478.11	2753.7013534506823	0.5797707712759173	0.01397972632417538
ENSG00000011485.14	14819.375975379831	-0.3365461613199994	0.21555060028887135
ENSG00000011523.13	1267.348281614507	-0.013302351348809548	0.9638799183296861
ENSG00000011566.14	45.16215306877958	1.7117686016780906	0.003334787777621581
ENSG00000011590.13	3345.64669190513	1.348650661434378	6.615412708648628e-6
ENSG00000011638.10	759.228574704519	-2.2413588113250595	3.367977633868938e-16
ENSG00000012048.21	3231.4848485237244	-0.4951082983923842	0.04726731236268027
ENSG00000012061.15	5493.270115951075	-0.8338335753349821	2.9644344162827564e-4
ENSG00000012124.16	26433.25801519206	-0.5047904346623306	0.02311238438377797
ENSG00000012171.19	278.0077435296684	2.959640428394723	8.303289653020949e-17
ENSG00000012174.11	900.8201284341817	-0.7936639865615444	0.001604284622835928
ENSG00000012211.12	996.8124995310773	0.5801461211976214	0.021904088505300782
ENSG00000012232.8	3087.9240493792067	-1.3233965752052403	1.5734708145173928e-8
ENSG00000012660.13	14913.265757244075	-0.14705382757202007	0.5930949402079604
ENSG00000012779.10	103.07345668848723	0.9078814763425987	0.04224802763360617
ENSG00000012822.15	9540.877659247284	1.6376046544104357	3.9136195589187436e-8
ENSG00000012963.14	7437.194016641081	-1.178665701055753	6.071070478275612e-8
ENSG00000012983.11	1399.8177105852074	0.7776254603950211	0.0014396997387880394
ENSG00000013016.15	1222.5858700953015	-1.754175853890209	1.3402819515723381e-11
ENSG00000013275.7	4668.51105401327	-0.14509909550070615	0.5756477913492262
ENSG00000013288.8	4237.218409401371	0.9404073571652513	6.298375903170276e-5
ENSG00000013306.15	10071.489083343044	0.2501606360727341	0.37064582767867377
ENSG00000013364.18	9027.971086231488	0.1513689002599259	0.5761103893227463
ENSG00000013374.16	4410.868201041523	-0.46156476634513505	0.05990050302855273
ENSG00000013375.15	2286.458390897034	1.1119845458033415	1.1570487072444014e-5
ENSG00000013392.7	469.32596591548827	0.21192135684140806	0.533864323954028
ENSG00000013441.15	13452.73179503367	2.3940048714263904	6.755773306547904e-27
ENSG00000013503.9	806.38086743989345	-0.8119265703799864	0.007040828896502789
ENSG00000013523.9	5484.259725856122	0.510806423132176	0.02893755495738495
ENSG00000013561.17	1244.4853200129398	-1.024156868986357	4.2301542906323386e-5
ENSG00000013563.13	652.8202293499855	-0.1798812190241291	0.5535880530333709
ENSG00000013573.16	12229.563820669928	1.9154815264374614	1.2812434496321057e-16
ENSG00000013725.14	137.59212144288634	1.0322948538013736	0.0056757485777005085
ENSG00000013810.18	8076.225677325445	0.812377459399816	0.0016401432614824732
ENSG00000014123.9	2658.8790782003707	0.8039459527833319	0.0013376985435016944
ENSG00000014138.8	7546.898332625141	-0.6998638056322956	0.0016990158337265636
ENSG00000014164.6	1510.4469232753295	1.3885811063604252	4.505966884649557e-9
ENSG00000014216.15	8590.747854390022	0.8288323263225371	2.983222575793565e-4
ENSG00000014641.17	16773.596912612447	-1.3558305002140825	1.7215111245297076e-10
ENSG00000014824.13	2447.0446960866516	-0.5993745054565252	0.008842019011023708
ENSG00000014914.20	88.11635829700828	2.246677162672233	7.900216793410103e-6
ENSG00000014919.12	2503.116513553869	-0.7343526978641166	0.0024696576172573395
ENSG00000015133.18	11063.341180867825	1.109830027586328	5.5746693294967156e-6
ENSG00000015153.14	904.282644588247	0.5079877537836268	0.042980179299025416
ENSG00000015171.19	2052.0272209603318	0.8473952324716341	2.413726306568001e-4
ENSG00000015285.10	1608.3419616973051	0.4187915453095674	0.16440928939170463
ENSG00000015475.18	7698.402475450424	-1.6683371968486562	3.107295398613865e-11
ENSG00000015479.18	10419.189450208969	-0.08750513828832494	0.7633523355647768
ENSG00000015520.14	567.2281908719854	1.7531985196803004	1.3745602350419863e-8
ENSG00000015532.9	4092.052520849115	0.21856012251110585	0.45702257833794985
ENSG00000015568.12	608.5067896193585	0.30664178852153723	0.3102493870546353
ENSG00000015592.16	91.3446890907313	-1.632463482596751	1.6662196895208574e-4
ENSG00000015676.17	9380.695156011052	-0.4758772671115558	0.03692501843541998
ENSG00000016391.10	2376.427511224784	-0.347958608994341	0.16153035628036364
ENSG00000016864.18	2270.5965369923047	0.4311855832471753	0.11305810022781976
ENSG00000017260.19	8363.242156419983	1.063563710091985	2.7760160264954674e-6
ENSG00000017427.16	446.9760546979489	-1.9324787258729736	9.060510292714889e-11
ENSG00000017483.14	8346.179731879474	-0.7281808935844124	0.00193509427681899
ENSG00000017797.12	4367.115660834217	-1.3075265858460057	2.2680187629250852e-8
ENSG00000018189.12	356.0448168496828	1.5536311969361707	1.0370433183046977e-7
ENSG00000018280.16	50.19503681640074	0.2584037483326815	0.6884755376129177
ENSG00000018408.14	1146.0266776486724	-0.3114862515529394	0.24874320722029034
ENSG00000018510.14	2089.0581300551053	-0.20051894348767946	0.4531912854828153
ENSG00000018610.14	911.4717847975141	-1.4181142307576091	1.0328897895884249e-7
ENSG00000018699.12	1877.40746648305	-0.7872438185693958	8.568686406717305e-4
ENSG00000018869.16	36.492186325649584	1.2306526948421348	0.05771922529647497
ENSG00000019144.18	29.696556052547457	1.3204944305124058	0.0672460145395634
ENSG00000019485.13	295.2581782752888	0.8604481755509633	0.007123236624290006
ENSG00000019582.14	87320.41470715169	-1.0905871646626564	4.711318350975347e-6
ENSG00000019995.6	1145.9231606003752	-0.8453147310213068	0.0016293531267021044
ENSG00000020129.15	1953.539106460396	0.4899815148637758	0.050639437997751745
ENSG00000020256.19	2023.07663436042	-1.6733767870525353	3.4645012137587467e-12
ENSG00000020426.10	895.3704785689815	-1.2408682054210118	1.0892418833458275e-6
ENSG00000020577.13	100.63289226949273	1.103835690161034	0.008032750560988768
ENSG00000020633.18	7661.91923739712	0.24607764991692727	0.3324314793713177
ENSG00000020922.12	2466.230511015477	0.6877055462467351	0.005064932880074625
ENSG00000021300.13	293.0864552239334	-0.6831712318759523	0.02492454329467132
ENSG00000021355.12	98.18722085441897	-0.8686035752843662	0.04133422890888141
ENSG00000021574.12	681.1432138890871	-1.2914795383536812	6.807592586649931e-5
ENSG00000021645.18	168.69752666882906	2.919281988008845	2.0536746745154514e-12
ENSG00000021776.10	5037.1951226901565	-0.2549935286801047	0.28386121568764083
ENSG00000021826.15	861.4673758870174	2.108457329347032	8.285303758759008e-11
ENSG00000022277.12	4868.484258356277	-1.424555759100464	2.143399576015473e-10
ENSG00000022556.15	259.4360378612475	0.158468860601678	0.6494679306078489
ENSG00000022567.9	739.3520474154797	0.6568961481439878	0.01963220591920081
ENSG00000022840.15	4729.76262723156	-1.0753291963571219	1.7863575569975818e-6
ENSG00000022976.15	1193.6096697001822	0.3671910946000635	0.1518390803298896
ENSG00000023041.11	3019.165481318501	1.3249678144542678	1.7957817629331625e-8
ENSG00000023171.17	9370.565370701412	0.5974786282424003	0.007715952229364604
ENSG00000023191.16	9227.741113333997	0.6161883638883937	0.018718649913536892
ENSG00000023228.13	5964.565358431812	-1.0952940485047689	4.378907459041832e-6
ENSG00000023287.12	941.5987231118777	-0.021927875002916694	0.9427837292594978
ENSG00000023318.7	1415.8136975775772	-0.35508323726407487	0.19603584339154212
ENSG00000023330.14	8908.114026933159	-1.7673052300992087	8.212779676883207e-16
ENSG00000023445.13	25329.748184538323	0.07916057605882491	0.7787140921965569
ENSG00000023516.8	7954.432115284982	0.03208617852379584	0.9048654681810666
ENSG00000023572.9	304.3626082450188	-0.8077547172417747	0.008262210719564542
ENSG00000023608.4	562.9682138575755	-1.322678599252207	1.3941311649779077e-5
ENSG00000023697.12	1185.9180125540702	-0.7215205600321168	0.005753355221295208
ENSG00000023734.10	3840.1302804926136	-2.0049591008310683	5.373137866950368e-15
ENSG00000023839.11	279.7305234989213	1.7076745100645498	5.355861078902982e-8
ENSG00000023892.10	6068.292573478704	-0.1967412557144675	0.4779419785264501
ENSG00000023902.13	5131.36890861333	-1.028164400509115	3.149349399796984e-5
ENSG00000023909.9	631.9280586687966	-1.7104134159348132	7.003966513943665e-11
ENSG00000024048.10	4430.255052683211	0.5355804011903781	0.022912036616099835
ENSG00000024526.16	2257.176697838019	1.2816592382214889	1.0330787539540672e-6
ENSG00000024862.17	649.9829733481096	-1.6226479170738108	1.0387011147027748e-8
ENSG00000025039.14	553.8766685158058	-1.5921332048144656	7.636605767077153e-10
ENSG00000025156.12	1297.193320865209	-0.28047073533720207	0.2864386562724049
ENSG00000025293.16	3791.9994716599936	0.3781333663736038	0.1414197942891109
ENSG00000025423.11	26.713296189383474	-1.3624808001563156	0.06930517680807612
ENSG00000025434.18	390.3207745902498	-0.3877987974636104	0.20510665094520147
ENSG00000025708.13	9203.301571646181	2.011205437958929	3.856453206528107e-11
ENSG00000025770.18	6708.50234874299	0.45558084922451175	0.12407820643490991
ENSG00000025772.7	4167.142806622115	-1.5638060793366773	5.142146453470765e-11
ENSG00000025796.13	2226.234838330136	-0.2678433707708544	0.37310878138528947
ENSG00000025800.13	5489.61463730868	-1.8890584303365374	3.2254548837134793e-13
ENSG00000026025.15	15972.85952709685	-0.644225333216343	0.006612624687267203
ENSG00000026036.22	3854.1572119276684	4.089611924210477	5.3437544442236256e-37
ENSG00000026103.21	6826.1453777163615	-0.29937799157789985	0.2990810202733128
ENSG00000026297.15	12050.99890829487	0.025874274213558056	0.9206406082913792
ENSG00000026508.18	10432.713179899438	-1.2858543637521767	1.1324073290856458e-8
ENSG00000026652.13	592.6946199232201	1.9932441699294756	1.6966485630305407e-13
ENSG00000026751.16	16130.459958693831	-0.8553857301217298	5.296040663878488e-4
ENSG00000026950.16	7609.606605294828	0.9541757355278809	1.1798285989298646e-4
ENSG00000027001.9	1790.1541227117134	0.2717506468648133	0.30894868187814073
ENSG00000027075.14	13825.093613642814	-0.9121947972780455	2.0914497115099116e-5
ENSG00000027697.14	7321.959422395328	-0.737251236836273	0.006735560110324023
ENSG00000027847.13	1409.5720006325232	0.3977388367735766	0.15865243234129198
ENSG00000027869.11	790.6566162394749	-0.1887381603909925	0.498384037651583
ENSG00000028116.17	2174.835048698892	-0.35618716225355757	0.14392193639656245
ENSG00000028137.18	11673.452679613125	-2.6448610567809765	1.2761306063266906e-25
